DATECODE	PAYPLAN	GRD	EMPCOUNT	AVGSAL	AVGLOS
202409	AD	B2	35	119673	2.3
202409	DG	5	35	79154	15.5
202409	XH	13	34	103148	16.4
202409	XH	9	34	88481	13.8
202409	EG	0	34	175504	12.5
202409	EL	11	34	105926	9.6
202409	AT	IK	34	175674	18.7
202409	TR	10	34	119505	22.4
202409	WM	13	34	67788	11.9
202409	NR	3	34	88063	8.9
202409	DS	2	34	57945	2.5
202409	VH	38	33	123334	13.4
202409	NV	4	33	122566	17.2
202409	DN	4	33	181004	12.3
202409	ZA	1	33	62722	9.2
202409	VC	3	33	53867	8.7
202409	MC	4B	33	109661	4.3
202409	KX	3	33	62544	8.5
202409	WA	9	32	89779	15
202409	XH	12	32	101690	19.2
202409	CX	0	32	273333	23.3
202409	AD	39	32	190067	21
202409	AT	HC	32	67936	1.3
202409	XH	11	31	98214	14.1
202409	AD	A2	31	96346	2
202409	AT	JG	31	124429	4.5
202409	AT	KL	31	215077	27.4
202409	AT	IL	31	187970	23.6
202409	BR	2	31	99713	14.4
202409	CE	6	31	110916	12.7
202409	CY	21	31	91338	15.3
202409	CA	3	30	204000	25.6
202409	SW	1	30	217447	23.6
202409	EL	9	30	81133	6.6
202409	FG	6	30	50271	4.1
202409	FV	D	30	58843	7
202409	TP	KG	30	140518	15.8
202409	SS	1	30	267125	22.6
202409	TP	FE	30	103165	11.9
202409	CN	30	29	70809	0.4
202409	SK	9	29	98340	18.1
202409	TP	OG	29	125545	13.8
202409	WY	3	28	45456	0.6
202409	AT	FI	28	115791	16.2
202409	AT	DJ	28	105713	10.6
202409	VC	6	28	49460	12.4
202409	VC	14	28	90797	9.1
202409	DP	6	28	202030	31
202409	WB	2	28	115437	20.4
202409	DP	1	28	40476	0.9
202409	WK	10	27	73690	9.3
202409	NP	5	27	201586	27.3
202409	WA	8	26	85151	15.7
202409	XF	7	26	56175	4.6
202409	LE	7	26	165335	19.3
202409	EJ	5	26	202203	21.5
202409	TP	LG	26	119167	12.5
202409	CU	7	26	56718	4.4
202409	BR	3	26	148943	12
202409	XR	10	26	68343	7.7
202409	SP	5	26	140174	19.2
202409	DN	5	25	204000	21.6
202409	KP	0	25	108028	16.9
202409	RA	0	24	215492	20.2
202409	GM	13	24	139110	36.7
202409	XF	5	24	48617	5.3
202409	FV	M	24	221900	18.4
202409	NZ	7	24	79244	9.4
202409	NS	4	24	56032	8.8
202409	NL	5	24	53901	9.2
202409	KA	0	24	82686	25
202409	EN	0	23	81598	0.6
202409	OR	70	23	272368	14
202409	AT	DG	23	72548	2.7
202409	AT	HF	23	90753	3.8
202409	VC	16	23	121625	14.5
202409	GL	4	23	45401	2.3
202409	DG	2	23	48167	1.4
202409	XF	2	23	37809	1.3
202409	XA	10	23	63909	18.1
202409	CY	17	23	94943	12.2
202409	WJ	7	22	90830	4.8
202409	CT	12	22	161298	17.1
202409	AT	JL	22	211519	24.8
202409	VC	9	22	46252	5.6
202409	WN	4	22	104653	16.1
202409	TP	EM	22	93103	10.3
202409	CE	7	22	122390	15.7
202409	NX	2	22	200052	13.7
202409	TP	OM	22	117470	16
202409	FE	1	21	215734	29.7
202409	XH	15	21	111872	15.1
202409	VH	35	21	77355	1
202409	GP	11	21	190379	6.3
202409	TP	KD	21	134531	14.3
202409	KJ	0	21	120623	10.6
202409	MC	2C	21	214659	17.8
202409	KX	1	21	57360	14.3
202409	DU	1	20	40341	1.5
202409	RG	A	20	135139	5.6
202409	EK	5	20	199032	24.2
202409	FP	9	20	44972	0.4
202409	TP	EG	20	98803	10.8
202409	KX	4	20	64716	17.8
202409	CE	4	20	81685	10.5
202409	DT	1	20	39724	1
202409	XG	6	19	58449	10.9
202409	FW	6	19	53797	8.9
202409	AT	AG	19	83548	2
202409	EX	5	19	156226	10.5
202409	NC	1	19	42435	3.9
202409	KY	3	19	63048	22.7
202409	XH	14	18	105978	11.1
202409	WJ	8	18	99535	9.7
202409	DX	3	18	86539	8
202409	AD	I	18	347881	16.1
202409	EV	1	18	221900	30
202409	CT	11	18	129618	10.9
202409	EV	3	18	215252	19.6
202409	KG	7	18	76600	28
202409	PU	12	18	125082	18.6
202409	GE	0	18	203932	25.5
202409	EX	1	17	206024	10.9
202409	DK	4	17	71501	9.5
202409	GG	2	17	33986	2.8
202409	LE	8	17	190622	23
202409	CN	82	17	264959	16
202409	EL	4	17	51622	0.5
202409	IG	0	17	184237	23.2
202409	ZS	2	17	48369	6.8
202409	AT	DL	17	142067	18.8
202409	NS	6	17	61533	13.3
202409	PU	13	17	149351	16.8
202409	GM	14	16	171384	40.9
202409	WK	8	16	65455	3.3
202409	CG	5	16	56135	5.1
202409	WS	1	16	60570	10.2
202409	KI	2	16	66831	12.9
202409	CY	4	16	70779	11.9
202409	KO	0	16	113199	23
202409	XH	16	15	113960	17.4
202409	WU	10	15	67775	7.8
202409	AA	4	15	204000	14.9
202409	TR	6	15	72080	5.4
202409	KG	9	15	82228	10.5
202409	NL	3	15	46604	5.9
202409	SS	2	15	287595	20.9
202409	IM	5	15	163600	17.2
202409	NY	1	15	41594	0.9
202409	CY	6	15	83835	20.5
202409	XH	6	14	77334	11
202409	WJ	11	14	106061	13.3
202409	FP	7	14	59126	1.8
202409	TP	OD	14	103773	8.8
202409	TP	DM	14	95901	11.3
202409	KX	7	14	71656	14.6
202409	DE	1	13	43946	0.8
202409	ER	3	13	193923	2.8
202409	WG	15	13	93608	12.1
202409	FW	7	13	57067	9.7
202409	WM	18	13	50531	2
202409	FG	15	13	188834	25.5
202409	XA	9	13	61313	13.5
202409	PG	5	13	53980	27.5
202409	NL	4	13	47404	9.2
202409	DR	5	12	200320	22.8
202409	NK	1	12	42740	7.6
202409	VH	42	12	264727	25.8
202409	ET	3	12	211875	4.1
202409	VH	43	12	300123	22.9
202409	AT	DC	12	61851	1.7
202409	TR	12	12	148804	22
202409	NT	1	12	38576	0.6
202409	NO	1	12	41473	0.9
202409	TP	FG	12	108173	12.9
202409	GG	3	11	36481	4.4
202409	DX	2	11	59081	6.3
202409	AD	B3	11	131451	4.2
202409	NU	2	11	69707	13.6
202409	RG	B	11	217015	11.1
202409	SO	1	11	255911	15
202409	AT	ID	11	71034	1.6
202409	NB	2	11	48005	6.3
202409	NA	6	11	49574	12.1
202409	DX	1	11	37799	0.7
202409	SK	8	11	104815	29.8
202409	AD	A	11	64526	5.2
202409	NR	1	11	37970	1.1
202409	XC	10	11	80566	16.8
202409	XA	8	11	58925	11.3
202409	CY	5	11	76410	8.9
