AGYSUB,SEP,EFDATE,AGELVL,EDLVL,GSEGRD,LOSLVL,LOC,OCC,PATCO,PPGRD,SALLVL,STEMOCC,TOA,WORKSCH,WORKSTAT,COUNT,SALARY,LOS
FD00,SC,202201,B,13,07,A,11,0110,1,CG-07,E,0110,40,F,2,1,055671,00.9
FD00,SJ,202302,C,13,09,B,29,0110,1,CG-09,F,0110,40,F,2,1,062684,01.9
FD00,SA,202308,C,13,09,B,13,0110,1,CG-09,F,0110,15,F,1,1,064836,01.3
FD00,SC,202306,D,21,13,B,11,0110,1,CG-13,R,0110,15,F,1,1,184145,01.8
FL00,SA,202204,E,17,,E,51,0110,1,VH-40,Q,0110,10,F,1,1,,11.5
FL00,SD,202203,J,17,,J,51,0110,1,VH-40,T,0110,10,F,1,1,,35.3
FRFT,SC,202009,J,21,,I,11,0110,1,CN-71,U,0110,10,F,1,1,234673,31.2
FRFT,SD,202207,J,22,,G,11,0110,1,CN-71,U,0110,10,F,1,1,237658,23.5
FRFT,SC,202210,E,21,,C,11,0110,1,CN-60,Q,0110,10,F,1,1,174018,04.1
FRFT,SC,202001,C,13,,D,11,0110,1,CN-51,H,0110,40,P,2,1,086846,06.0
FRFT,SJ,202101,C,13,,C,11,0110,1,CN-51,H,0110,40,F,2,1,086314,04.0
FRFT,SA,202111,C,13,,C,11,0110,1,CN-52,I,0110,15,F,1,1,096448,04.3
FRFT,SC,202007,B,13,,C,11,0110,1,CN-51,H,0110,40,F,2,1,080881,03.1
FRFT,SC,202007,C,13,,B,11,0110,1,CN-51,H,0110,40,F,2,1,080881,02.6
FRFT,SA,202309,C,13,,C,11,0110,1,CN-53,M,0110,15,F,1,1,139042,04.3
FRFT,SJ,202305,C,04,,C,11,0110,1,CN-51,H,0110,40,F,2,1,089904,04.0
FRFT,SC,202107,B,13,,B,11,0110,1,CN-40,G,0110,40,F,2,1,076840,02.0
FRFT,SA,202206,C,13,,C,11,0110,1,CN-52,J,0110,15,F,1,1,100611,04.9
FRFT,SC,202103,B,12,,B,11,0110,1,CN-40,G,0110,40,F,2,1,076840,01.8
FRFT,SJ,202201,B,13,,B,11,0110,1,CN-51,H,0110,40,F,2,1,088328,02.5
FRFT,SC,202208,C,17,,D,11,0110,1,CN-51,H,0110,40,F,2,1,085781,05.0
FRFT,SC,202201,B,13,,B,11,0110,1,CN-40,G,0110,40,F,2,1,075610,01.4
FRFT,SC,202305,B,13,,B,11,0110,1,CN-40,G,0110,40,F,2,1,078485,01.8
FRFT,SC,202212,C,17,,C,11,0110,1,CN-52,I,0110,15,F,1,1,099849,04.4
FRFT,SC,202303,H,21,,F,11,0110,1,CN-60,T,0110,15,F,1,1,203462,18.6
FT00,SD,202111,K,21,15,J,11,0110,1,GM-15,Q,0110,10,F,1,1,172500,42.4
FT00,SD,202112,J,21,15,G,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,23.8
FT00,SC,202112,G,21,15,E,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,14.4
FT00,SA,202012,J,21,,I,11,0110,1,ES-**,S,0110,50,F,1,1,191200,34.8
FT00,SD,202012,K,21,15,J,11,0110,1,GM-15,Q,0110,10,F,1,1,170800,48.3
FT00,SD,202009,K,21,,J,11,0110,1,ES-**,S,0110,50,F,1,1,192300,40.1
FT00,SD,202303,K,21,,J,11,0110,1,ES-**,T,0110,50,F,1,1,206743,40.2
FT00,SC,202202,H,21,15,G,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,21.4
FT00,SA,202209,G,21,15,F,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,16.9
FT00,SC,202105,H,21,,E,11,0110,1,ES-**,S,0110,50,F,1,1,190500,12.8
FT00,SJ,202002,H,04,15,G,11,0110,1,GS-15,Q,0110,48,I,2,1,170800,21.3
FT00,SC,202202,G,21,,A,11,0110,1,ES-**,R,0110,55,F,1,1,183100,00.8
FT00,SC,202110,F,21,15,D,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,07.4
FT00,SC,202109,F,21,15,E,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,13.0
FT00,SD,202102,K,21,15,G,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,23.8
FT00,SC,202109,D,13,13,D,11,0110,1,GS-13,M,0110,10,F,1,1,134798,05.1
FT00,SD,202012,J,21,15,F,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,17.1
FT00,SA,202204,E,21,15,D,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,09.7
FT00,SC,202004,F,21,15,C,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,04.9
FT00,SC,202301,E,21,15,D,11,0110,1,GS-15,R,0110,10,F,1,1,183500,07.4
FT00,SC,202108,H,21,15,F,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,17.6
FT00,SA,202210,E,21,15,D,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,05.1
FT00,SC,202006,H,21,15,B,11,0110,1,GS-15,O,0110,44,F,2,1,152215,02.0
FT00,SJ,202201,E,21,,C,11,0110,1,EF-00,N,0110,48,F,2,1,144128,03.0
GB00,SC,202111,D,13,14,D,11,0110,1,GS-14,M,0110,10,F,1,1,134782,07.8
GB00,SA,202011,C,17,11,B,11,0110,1,GS-11,G,0110,35,F,1,1,072030,01.1
GB00,SA,202104,D,17,13,A,11,0110,1,GS-13,J,0110,40,F,2,1,103690,00.4
HE10,SJ,202109,K,21,,D,11,0110,1,EI-00,E,0110,48,I,2,1,052175,09.8
HE10,SA,202009,F,17,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,112930,08.1
HE10,SA,202002,D,21,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,116353,06.6
HE10,SC,202109,D,17,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,114059,05.3
HE10,SC,202205,G,21,13,D,11,0110,1,GS-13,J,0110,48,F,2,1,106823,05.8
HE10,SA,202203,C,13,11,B,11,0110,1,GS-11,G,0110,35,F,1,1,074950,01.6
HE13,SC,201910,G,21,,E,11,0110,1,SL-00,R,0110,10,F,1,1,183826,10.9
HE33,SD,202208,K,22,14,J,24,0110,1,GS-14,P,0110,10,P,2,1,164102,43.0
HE33,SD,201910,I,21,15,I,24,0110,1,GS-15,P,0110,10,F,1,1,166500,30.0
HE33,SD,202008,J,21,14,H,24,0110,1,GS-14,O,0110,10,F,1,1,157709,29.3
HE33,SC,202208,E,21,,C,24,0110,1,RG-00,N,0110,48,F,2,1,143064,03.3
HE33,SJ,202010,D,17,,A,24,0110,1,RG-00,E,0110,48,F,2,1,059534,00.2
HE34,SA,202107,E,17,14,C,24,0110,1,GS-14,M,0110,10,F,1,1,138866,04.6
HE34,SC,202101,F,22,,B,24,0110,1,RG-00,J,0110,48,F,2,1,109508,02.5
HE34,SC,202208,H,17,13,C,27,0110,1,GS-13,J,0110,15,F,1,1,101918,03.4
HE36,SJ,202211,I,04,,F,24,0110,1,EI-00,N,0110,48,I,2,1,146757,18.3
HE36,SD,202101,K,17,15,G,24,0110,1,GS-15,P,0110,10,F,1,1,168150,22.8
HE36,SD,202006,I,17,14,I,24,0110,1,GS-14,N,0110,10,F,1,1,149621,30.1
HE36,SJ,202201,K,22,,D,24,0110,1,EI-00,N,0110,48,I,2,1,146757,07.8
HE36,SA,202008,E,17,,C,24,0110,1,RG-00,K,0110,48,F,2,1,112240,04.8
HE36,SJ,202110,K,22,,D,24,0110,1,EI-00,N,0110,48,I,2,1,143606,05.0
HE36,SC,202203,C,17,,B,24,0110,1,AD-00,H,0110,15,F,1,1,089831,01.3
HE38,SD,201912,K,21,15,I,24,0110,1,GS-15,P,0110,10,F,1,1,166500,32.3
HE38,SD,201912,K,21,14,I,24,0110,1,GS-14,O,0110,10,F,1,1,152352,31.0
HE38,SJ,202010,I,15,,C,24,0110,1,EI-00,E,0110,48,I,2,1,052175,04.1
HE38,SJ,202006,K,17,,C,24,0110,1,EI-00,E,0110,48,I,2,1,052175,03.7
HE38,SJ,202304,J,21,,C,24,0110,1,EI-00,E,0110,48,I,2,1,052175,03.3
HE39,SA,202103,I,21,14,G,13,0110,1,GS-14,N,0110,10,F,1,1,149129,24.8
HE39,SD,202207,K,22,14,G,13,0110,1,GS-14,O,0110,10,F,1,1,152998,23.5
HE39,SD,202205,J,21,14,G,13,0110,1,GS-14,O,0110,10,F,1,1,152998,23.2
HE39,SJ,202008,E,21,,B,13,0110,1,AD-00,H,0110,48,F,2,1,086219,02.9
HE39,SC,202210,E,21,,A,13,0110,1,RG-00,I,0110,48,F,2,1,099595,00.8
HE39,SJ,202208,E,21,,C,13,0110,1,AD-00,I,0110,48,F,2,1,092132,03.2
HE39,SC,202206,D,21,,B,13,0110,1,AD-00,I,0110,48,F,2,1,094924,02.8
HE39,SJ,202108,C,21,,A,13,0110,1,AD-00,H,0110,48,F,2,1,087082,00.9
HE39,SJ,202204,D,21,,B,08,0110,1,AD-00,I,0110,48,F,2,1,096242,01.7
HE39,SC,202207,H,21,,B,13,0110,1,AD-00,I,0110,48,F,2,1,092132,01.5
HE39,SC,202306,D,21,,B,13,0110,1,AD-00,I,0110,48,F,2,1,096213,01.8
HE39,SC,202304,D,04,,B,13,0110,1,AD-00,I,0110,48,F,2,1,096213,01.7
HE39,SC,202304,D,21,,B,51,0110,1,AD-00,I,0110,48,F,2,1,092053,01.5
HE70,SD,202212,K,21,15,J,24,0110,1,GS-15,Q,0110,10,F,1,1,176300,43.9
HE70,SD,202203,K,21,15,H,24,0110,1,GS-15,Q,0110,10,F,1,1,176300,28.0
HE70,SD,202006,J,13,14,J,24,0110,1,GS-14,O,0110,10,F,1,1,157709,41.3
HE70,SA,202009,F,21,13,E,24,0110,1,GS-13,K,0110,10,F,1,1,112930,11.4
HE70,SC,202006,G,13,13,D,24,0110,1,GS-13,K,0110,10,F,1,1,119775,09.6
HE70,SC,202005,I,01,13,A,24,0110,1,GS-13,J,0110,15,F,1,1,102663,00.7
HE70,SC,202209,C,17,11,A,24,0110,1,GS-11,G,0110,15,F,1,1,074950,00.3
HE70,SC,202308,F,21,13,A,06,0110,1,GS-13,M,0110,15,F,1,1,133050,00.7
HFHA,SD,202104,K,21,,G,11,0110,1,EL-14,T,0110,10,F,1,1,202897,20.7
HFHA,SD,202004,K,21,,G,11,0110,1,EL-15,T,0110,10,F,1,1,211647,22.7
HFHA,SA,202204,H,21,,F,11,0110,1,EL-14,T,0110,10,F,1,1,207270,19.7
HFHA,SD,202102,K,21,,J,11,0110,1,EL-15,U,0110,10,F,1,1,224943,43.8
HFHA,SD,202208,I,21,,E,11,0110,1,EL-14,T,0110,10,F,1,1,204173,12.0
HFHA,SC,202202,E,21,,A,11,0110,1,LL-01,Z,0110,15,F,1,1,,00.4
HFHA,SA,202302,F,21,,E,11,0110,1,EL-14,R,0110,10,F,1,1,189923,10.2
HFHA,SC,202205,C,13,,C,11,0110,1,EL-09,G,0110,10,F,1,1,071921,03.7
HFHA,SC,202111,B,13,,B,11,0110,1,EL-07,E,0110,20,F,2,1,057000,01.2
HFHA,SJ,202306,D,13,,C,11,0110,1,EL-09,G,0110,20,F,2,1,071645,03.1
HFHA,SC,202205,C,21,,A,11,0110,1,EL-12,O,0110,15,F,1,1,155250,00.8
HFHA,SJ,202106,K,17,,G,11,0110,1,EL-15,T,0110,20,F,2,1,213500,24.2
HSAA,SA,202306,F,17,15,E,11,0110,1,GS-15,Q,0110,10,F,1,1,176458,10.1
HSAB,SD,202206,K,21,14,J,11,0110,1,GS-14,O,0110,10,F,1,1,159894,36.3
HSAB,SC,202004,E,15,15,E,11,0110,1,GS-15,O,0110,10,F,1,1,156973,11.1
HSAB,SA,202109,H,04,14,F,11,0110,1,GS-14,N,0110,10,F,1,1,147034,18.4
HSAB,SA,202102,F,13,14,E,11,0110,1,GS-14,M,0110,10,F,1,1,134782,10.6
HSAB,SA,202007,I,17,14,D,11,0110,1,GS-14,O,0110,10,F,1,1,157709,09.1
HSAB,SA,202001,I,21,15,D,11,0110,1,GS-15,N,0110,10,F,1,1,142701,06.8
HSAB,SA,202012,C,04,12,B,24,0110,1,GS-12,H,0110,15,F,1,1,089213,01.2
HSAC,SD,202001,K,21,14,E,11,0110,1,GS-14,O,0110,10,F,1,1,157709,11.6
HSAC,SC,202105,H,21,14,H,11,0110,1,GS-14,N,0110,10,F,1,1,147034,28.0
HSAC,SA,202010,E,17,13,D,11,0110,1,GS-13,J,0110,10,F,1,1,106085,05.0
HSAC,SA,202210,E,17,14,D,11,0110,1,GS-14,M,0110,10,F,1,1,138856,06.5
HSAC,SC,202202,E,17,13,C,11,0110,1,GS-13,J,0110,15,F,1,1,106823,03.7
HSAC,SA,202108,F,21,13,C,11,0110,1,GS-13,K,0110,10,F,1,1,110603,03.0
HSBB,SA,202201,J,22,15,I,11,0110,1,GS-15,Q,0110,15,F,1,1,176300,30.0
HSBC,SA,202108,E,17,,D,51,0110,1,SV-I,J,0110,38,F,1,1,109648,09.1
HSBC,SA,202109,E,17,,D,51,0110,1,SV-K,P,0110,38,F,1,1,162361,07.9
HSBC,SC,202206,C,17,,C,51,0110,1,SV-H,J,0110,38,F,1,1,100000,03.9
HSBC,SC,202109,E,17,,C,51,0110,1,SV-H,G,0110,38,F,1,1,070840,03.2
HSBC,SA,202201,G,18,,C,51,0110,1,SV-J,O,0110,38,F,1,1,156979,03.3
HSBD,SA,202206,D,13,14,E,11,0110,1,GS-14,N,0110,10,F,1,1,143064,11.3
HSBD,SC,202307,D,17,13,D,US,0110,1,GS-13,K,0110,10,F,1,1,118184,06.0
HSCA,SD,202008,I,21,15,G,51,0110,1,GS-15,Q,0110,10,F,1,1,170800,22.8
HSCB,SA,201911,D,17,13,D,11,0110,1,GS-13,J,0110,10,F,1,1,105782,08.5
HSCB,SA,202201,E,04,14,E,11,0110,1,GS-14,M,0110,15,F,1,1,138856,10.2
HSCB,SA,202209,G,17,13,E,11,0110,1,GS-13,K,0110,10,F,1,1,113944,10.4
HSCB,SA,202001,I,17,13,C,11,0110,1,GS-13,K,0110,15,F,1,1,112930,04.9
HU03,SC,202209,F,17,12,D,42,0110,1,GS-12,I,0110,10,F,1,1,095378,06.0
HU03,SC,202211,E,17,11,C,42,0110,1,GS-11,G,0110,10,F,1,1,074751,03.2
HU04,SC,202210,D,17,12,C,13,0110,1,GS-12,H,0110,10,F,1,1,086547,03.5
HU06,SC,202110,C,17,11,B,48,0110,1,GS-11,F,0110,15,F,1,1,069684,01.2
HU08,SA,202012,H,17,11,F,08,0110,1,GS-11,G,0110,10,F,1,1,074859,15.3
HU08,SC,202309,C,17,12,B,08,0110,1,GS-12,I,0110,15,F,1,1,091753,02.1
HU09,SC,202309,G,17,13,F,06,0110,1,GS-13,M,0110,10,F,1,1,136851,15.2
HU10,SD,202005,K,17,14,I,53,0110,1,GS-14,N,0110,10,F,1,1,145654,34.3
HUEE,SA,202004,H,21,15,F,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,19.6
HURR,SD,202105,K,21,14,I,11,0110,1,GS-14,O,0110,10,F,1,1,159286,30.2
HURR,SD,202105,K,17,14,G,11,0110,1,GS-14,O,0110,10,F,1,1,159286,23.5
HURR,SG,202201,K,21,15,J,11,0110,1,GS-15,Q,0110,10,R,2,1,176300,41.8
HURR,SC,201910,H,13,,H,11,0110,1,ES-**,S,0110,50,F,1,1,192300,29.2
HURR,SD,202010,K,21,15,H,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,28.0
HURR,SA,202009,F,04,15,F,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,16.1
HURR,SC,202111,C,13,11,B,48,0110,1,GS-11,F,0110,15,F,1,1,069684,02.1
HURR,SC,202204,F,21,13,A,11,0110,1,GS-13,J,0110,15,F,1,1,106823,00.4
HUTT,SA,202003,E,13,14,D,11,0110,1,GS-14,L,0110,10,F,1,1,129404,09.8
HUTT,SC,202208,H,17,14,D,11,0110,1,GS-14,N,0110,10,F,1,1,147272,08.1
HUTT,SA,202211,F,21,14,D,11,0110,1,GS-14,M,0110,10,F,1,1,134649,06.8
IN01,SD,202112,K,17,15,J,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,36.8
IN01,SC,202210,K,17,15,J,11,0110,1,GS-15,Q,0110,20,I,2,1,176300,37.6
IN01,SA,202101,J,22,15,H,51,0110,1,GS-15,Q,0110,10,F,1,1,172500,29.0
IN07,SJ,202109,J,17,14,J,08,0110,1,GS-14,O,0110,20,P,2,1,155196,35.8
IN07,SD,202308,I,17,14,I,08,0110,1,GS-14,O,0110,10,F,1,1,150418,31.0
IN07,SD,202007,J,17,14,I,08,0110,1,GS-14,N,0110,10,F,1,1,145780,34.7
IN07,SD,202301,I,13,11,I,08,0110,1,GS-11,I,0110,10,F,1,1,099513,33.5
IN07,SA,202002,F,17,12,E,08,0110,1,GS-12,I,0110,10,F,1,1,098141,10.5
IN07,SC,202209,E,17,13,E,08,0110,1,GS-13,K,0110,10,F,1,1,110973,10.7
IN07,SC,202002,C,13,05,B,06,0110,1,GS-05,C,0110,15,F,1,1,038054,02.7
IN07,SC,202209,E,13,12,E,06,0110,1,GS-12,H,0110,10,F,1,1,086945,11.3
IN07,SC,202104,D,17,11,A,49,0110,1,GS-11,F,0110,15,F,1,1,064649,00.0
IN08,SD,202206,I,17,13,I,51,0110,1,GS-13,M,0110,10,F,1,1,131747,30.8
IN08,SD,202106,K,17,15,J,51,0110,1,GS-15,Q,0110,10,F,1,1,172500,41.3
IN08,SD,202001,K,21,15,J,42,0110,1,GS-15,P,0110,10,F,1,1,161644,47.3
IN08,SD,202304,K,21,14,E,51,0110,1,GS-14,Q,0110,10,F,1,1,172075,12.4
IN08,SA,202204,F,17,13,E,08,0110,1,GS-13,K,0110,10,F,1,1,114441,11.2
IN08,SC,202112,C,21,11,D,39,0110,1,GS-11,G,0110,10,F,1,1,071381,05.4
IN08,SC,202204,F,21,13,D,51,0110,1,GS-13,J,0110,10,F,1,1,106823,06.7
IN08,SA,202304,I,21,12,B,51,0110,1,GS-12,J,0110,20,F,2,1,100479,02.7
IN08,SC,202207,G,21,11,B,51,0110,1,GS-11,I,0110,20,F,2,1,097430,01.8
IN08,SC,202301,D,14,12,B,51,0110,1,GS-12,I,0110,20,F,2,1,097339,01.3
IN15,SD,202007,K,13,14,J,51,0110,1,GM-14,O,0110,10,F,1,1,157709,56.1
IN27,SA,202303,F,17,13,F,06,0110,1,GS-13,N,0110,10,F,1,1,148255,15.3
IN27,SA,202009,D,13,13,D,22,0110,1,GS-13,I,0110,10,F,1,1,091231,08.4
IN27,SC,202207,G,17,11,A,48,0110,1,GS-11,G,0110,10,F,1,1,078878,00.0
MC00,SD,202209,K,17,14,J,11,0110,1,GS-14,P,0110,10,F,1,1,164102,40.8
MC00,SJ,201912,K,21,15,A,11,0110,1,GS-15,P,0110,20,P,2,1,166500,00.6
MC00,SD,202309,J,13,14,J,11,0110,1,GS-14,P,0110,10,F,1,1,163252,37.0
MC00,SE,202001,I,21,15,H,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,27.7
MC00,SA,202003,E,17,13,D,11,0110,1,GS-13,K,0110,10,F,1,1,112930,08.5
MC00,SA,202007,E,21,12,D,11,0110,1,GS-12,J,0110,10,F,1,1,103605,05.0
MC00,SC,202110,F,17,13,B,11,0110,1,GS-13,L,0110,15,F,1,1,120972,01.8
MC00,SC,202105,J,21,15,A,11,0110,1,GS-15,Q,0110,15,F,1,1,172500,00.7
MI00,SC,202102,H,21,,D,11,0110,1,MC-3A,P,0110,10,F,1,1,164576,07.7
MI00,SC,202001,E,21,,C,11,0110,1,MC-3B,M,0110,10,F,1,1,135911,03.5
MI00,SC,202109,E,21,,C,11,0110,1,MC-3A,N,0110,10,F,1,1,147844,04.6
NF00,SD,202210,K,18,14,G,51,0110,1,GS-14,P,0110,10,F,1,1,164102,23.5
NU00,SD,202301,K,18,14,I,24,0110,1,GG-14,Q,0110,38,F,1,1,172075,31.3
NU00,SA,202009,F,17,14,F,24,0110,1,GG-14,M,0110,38,F,1,1,137491,19.3
NU00,SD,202303,K,17,15,E,24,0110,1,GG-15,R,0110,38,F,1,1,183500,14.5
NV22,SA,202207,G,21,14,D,51,0110,1,GS-14,M,0110,10,F,1,1,134649,06.0
OM00,SC,202201,C,17,14,A,11,0110,1,GS-14,L,0110,15,F,1,1,126233,00.5
RR00,SD,202307,J,13,13,J,17,0110,1,GS-13,N,0110,10,F,1,1,142650,40.2
SB00,SD,202004,J,17,15,E,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,11.9
SB00,SA,202110,F,13,14,F,11,0110,1,GS-14,M,0110,10,F,1,1,134782,15.2
SB00,SA,202303,G,21,,E,11,0110,1,AD-00,Q,0110,48,F,2,1,176458,10.5
SB00,SA,202006,E,17,14,D,11,0110,1,GS-14,L,0110,10,F,1,1,121316,09.3
SB00,SC,202006,D,17,,B,11,0110,1,AD-00,K,0110,48,F,2,1,112930,01.7
SB00,SC,202205,D,17,,D,11,0110,1,AD-00,J,0110,48,F,2,1,104808,07.3
SB00,SC,202211,D,04,,B,11,0110,1,AD-00,K,0110,48,F,2,1,113944,01.4
SB00,SC,202304,C,13,,B,11,0119,3,AD-00,H,XXXX,48,F,2,1,081211,01.0
SE00,SA,202011,G,21,,D,11,0110,1,SK-14,T,0110,10,F,1,1,218671,05.3
SE00,SC,202102,G,21,,E,11,0110,1,SK-16,V,0110,10,F,1,1,250334,11.5
SE00,SC,202003,E,13,,D,17,0110,1,SK-17,V,0110,10,F,1,1,246900,07.6
SE00,SL,202011,E,21,,D,11,0110,1,SO-02,W,0110,10,F,1,1,265210,08.3
SE00,SC,202110,F,17,,D,11,0110,1,SK-14,U,0110,10,F,1,1,220858,07.3
SE00,SC,202201,F,21,,D,11,0110,1,SK-14,U,0110,10,F,1,1,220858,07.3
SE00,SD,202108,J,21,,D,17,0110,1,SK-14,T,0110,10,P,2,1,217659,06.8
SE00,SC,202007,G,21,,D,11,0110,1,SK-14,T,0110,10,F,1,1,218671,05.5
SE00,SC,202012,D,17,,D,11,0110,1,SK-13,N,0110,10,F,1,1,149705,05.6
SE00,SC,201910,E,21,,C,36,0110,1,SK-14,T,0110,10,F,1,1,218623,04.1
SE00,SJ,201912,E,21,,C,11,0110,1,SK-14,T,0110,40,F,2,1,212478,03.9
SE00,SC,202301,C,17,,B,11,0110,1,SK-13,K,0110,15,F,1,1,117705,01.4
SE00,SC,202003,D,21,,C,11,0110,1,SK-14,R,0110,40,F,2,1,186666,03.7
SE00,SA,202307,F,18,,D,53,0110,1,SK-14,N,0110,10,F,1,1,144896,06.5
SE00,SC,202007,E,17,,C,11,0110,1,SK-14,R,0110,15,F,1,1,183960,03.0
SE00,SJ,202108,E,21,,C,11,0110,1,SK-14,T,0110,40,F,2,1,218666,03.9
SE00,SA,202107,E,17,,C,11,0110,1,SK-14,R,0110,40,F,2,1,183850,03.0
SE00,SC,202107,D,21,,B,11,0110,1,SK-14,Q,0110,40,F,2,1,179240,02.0
SE00,SC,202009,G,21,,A,11,0110,1,SK-14,R,0110,40,I,2,1,184000,00.3
SE00,SC,202306,D,21,,B,11,0110,1,SK-14,S,0110,40,F,2,1,195070,02.9
SE00,SC,202308,E,17,,C,11,0110,1,SK-14,S,0110,15,F,1,1,195070,03.0
SE00,SC,202302,F,17,,B,11,0110,1,SK-14,S,0110,40,F,2,1,194476,02.2
SE00,SC,202108,G,21,,A,17,0110,1,SK-14,Q,0110,40,F,2,1,170444,00.4
SE00,SC,202204,G,21,,A,18,0110,1,ED-00,P,0110,48,I,2,1,163495,00.8
SE00,SC,202207,D,18,,A,11,0110,1,SK-14,Q,0110,40,F,2,1,172281,00.9
SE00,SC,202207,C,17,,A,42,0110,1,SK-14,P,0110,40,F,2,1,166282,00.7
SE00,SC,202206,D,13,,A,42,0110,1,SK-14,P,0110,40,F,2,1,166282,00.7
SE00,SA,202302,F,21,,D,11,0110,1,SK-14,T,0110,10,F,1,1,211110,08.4
SK00,SD,202109,J,18,15,I,39,0110,1,GS-15,P,0110,10,F,1,1,163508,34.1
SK00,SD,202207,K,17,14,J,24,0110,1,GS-14,P,0110,10,F,1,1,164102,46.8
SK00,SD,202105,K,21,,J,24,0110,1,ES-**,R,0110,50,F,1,1,184245,42.6
SK00,SA,202001,H,21,13,E,24,0110,1,GS-13,L,0110,10,F,1,1,123198,11.7
SK00,SA,202112,F,21,13,A,24,0110,1,GS-13,L,0110,15,F,1,1,120972,00.0
ST00,SD,202006,K,21,14,I,11,0110,1,GG-14,O,0110,48,F,2,1,157709,30.9
ST00,SD,202212,K,17,15,J,11,0110,1,GS-15,Q,0110,10,F,1,1,176300,37.3
ST00,SD,201911,K,21,,J,11,0110,1,ES-**,S,0110,50,F,1,1,190179,42.2
ST00,SA,202004,E,17,14,E,11,0110,1,GS-14,M,0110,10,F,1,1,137491,12.2
ST00,SJ,202006,K,17,14,I,11,0110,1,GS-14,O,0110,20,I,2,1,157709,30.9
ST00,SA,202301,F,17,15,A,11,0110,1,GS-15,P,0110,15,F,1,1,166079,00.9
ST00,SC,201911,F,17,13,C,11,0110,1,GS-13,J,0110,10,F,1,1,109088,03.2
ST00,SC,202101,D,17,15,B,11,0110,1,GS-15,O,0110,44,F,2,1,158541,01.3
ST00,SC,202307,C,13,09,B,11,0110,1,GS-09,F,0110,15,F,1,1,069287,02.0
SZ00,SD,202004,K,21,15,J,31,0110,1,GS-15,P,0110,10,F,1,1,164858,48.8
SZ00,SA,202002,H,17,13,F,11,0110,1,GS-13,L,0110,10,F,1,1,126620,15.4
SZ00,SD,202008,K,21,14,H,24,0110,1,GS-14,O,0110,10,F,1,1,157709,26.5
SZ00,SE,202112,H,21,13,H,24,0110,1,GS-13,M,0110,10,F,1,1,134798,25.3
SZ00,SA,202308,G,17,14,G,11,0110,1,GS-14,Q,0110,10,F,1,1,172075,20.2
SZ00,SA,202002,G,17,14,G,11,0110,1,GS-14,O,0110,10,F,1,1,157709,22.3
SZ00,SD,202012,K,21,14,F,11,0110,1,GS-14,O,0110,10,F,1,1,153665,17.3
SZ00,SA,202007,E,21,13,C,11,0110,1,GS-13,J,0110,15,F,1,1,109508,04.8
SZ00,SC,202305,E,21,14,D,48,0110,1,GS-14,L,0110,10,F,1,1,127242,07.5
SZ00,SC,202302,F,21,13,C,11,0110,1,GS-13,K,0110,10,F,1,1,115749,04.3
SZ00,SA,201911,D,17,12,A,11,0110,1,GS-12,H,0110,15,F,1,1,083398,00.2
SZ00,SC,202011,C,17,12,B,11,0110,1,GS-12,I,0110,15,F,1,1,094970,01.1
TC00,SA,202309,G,17,14,G,11,0110,1,GS-14,P,0110,10,F,1,1,163252,21.9
TC00,SD,202205,K,21,14,F,11,0110,1,GS-14,O,0110,10,F,1,1,151479,17.0
TC00,SD,202108,K,20,15,J,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,36.2
TC00,SA,202008,G,17,15,E,11,0110,1,GS-15,Q,0110,10,F,1,1,170800,14.9
TC00,SD,202309,K,17,15,J,11,0110,1,GS-15,R,0110,10,F,1,1,183500,39.8
TC00,SD,202107,K,21,15,H,11,0110,1,GS-15,Q,0110,10,F,1,1,172500,25.0
TC00,SC,202301,F,17,14,E,11,0110,1,GS-14,O,0110,10,F,1,1,150016,14.1
TC00,SA,202212,F,17,13,E,11,0110,1,GS-13,K,0110,10,F,1,1,117505,13.3
TC00,SA,202309,F,17,14,E,11,0110,1,GS-14,N,0110,10,F,1,1,145604,13.1
TC00,SC,202104,E,18,11,C,11,0110,1,GS-11,G,0110,20,F,2,1,075176,03.3
TC00,SA,202207,E,17,12,D,11,0110,1,GS-12,I,0110,10,F,1,1,098818,07.9
TC00,SA,202006,F,17,13,E,11,0110,1,GS-13,K,0110,10,F,1,1,112930,12.0
