AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS
AF0N,51,J,04,13,E,0110,1,GS-13,H,XXXX,8,10,F,1,200309,1,"$89,774",10.8
AG02,11,I,17,15,H,0110,1,GM-15,K,XXXX,2,10,F,1,200309,1,"$118,395",28.5
AG02,36,D,14,,E,0110,1,MA-18,E,XXXX,8,30,F,1,200309,1,"$53,759",10.3
AG02,11,J,10,14,G,0110,1,GS-14,I,XXXX,2,10,F,1,200309,1,"$95,204",23.8
AG02,11,I,17,15,H,0110,1,GS-15,K,XXXX,2,10,F,1,200309,1,"$118,384",29.7
AG02,11,F,13,13,F,0110,1,GS-13,G,XXXX,8,10,F,1,200309,1,"$75,961",15.9
AG02,11,C,17,09,A,0110,1,GS-09,D,XXXX,8,15,F,1,200309,1,"$40,044",0.3
AG02,11,D,13,14,E,0110,1,GS-14,H,XXXX,2,10,F,1,200309,1,"$81,602",10.3
AG02,11,G,13,13,G,0110,1,GM-13,H,XXXX,5,10,F,1,200309,1,"$86,328",24.4
AG02,11,C,13,11,C,0110,1,GS-11,D,XXXX,8,15,F,1,200309,1,"$48,451",3.3
AG02,11,H,13,13,G,0110,1,GS-13,H,XXXX,8,10,F,1,200309,1,"$89,774",24.3
AG02,11,G,17,12,D,0110,1,GS-12,F,XXXX,8,10,F,1,200309,1,"$65,813",5.6
AG02,11,H,21,14,E,0110,1,GS-14,H,XXXX,8,10,F,1,200309,1,"$89,764",10.6
AG02,11,G,17,14,G,0110,1,GS-14,J,XXXX,8,10,F,1,200309,1,"$103,366",24.3
AG02,11,H,21,14,G,0110,1,GS-14,I,XXXX,2,10,F,1,200309,1,"$95,204",20.3
AG02,13,F,21,,C,0110,1,MA-18,F,XXXX,8,30,F,1,200309,1,"$60,883",3.2
AG02,11,E,17,12,D,0110,1,GS-12,F,XXXX,8,10,F,1,200309,1,"$61,942",5.7
AG02,11,D,17,12,D,0110,1,GS-12,F,XXXX,8,10,F,1,200309,1,"$61,942",6.7
