AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS
AF2R,51,I,17,,J,0110,1,NH-04,O,XXXX,5,10,F,1,201209,1,155500,35.3
AF3C,12,J,21,15,I,0110,1,GS-15,O,XXXX,8,10,F,1,201209,1,155240,32.3
AF3Q,51,D,13,13,E,0110,1,GS-13,K,XXXX,8,10,F,1,201209,1,116010,12.0
AF3Q,51,E,18,13,E,0110,1,GS-13,J,XXXX,2,10,F,1,201209,1,106839,10.1
AF3Q,51,D,17,13,C,0110,1,GS-13,I,XXXX,2,10,F,1,201209,1,092001,04.3
AF3Q,51,D,17,13,E,0110,1,GS-13,J,XXXX,8,10,F,1,201209,1,106839,10.1
AF3Q,51,E,17,14,D,0110,1,GS-14,K,XXXX,8,10,F,1,201209,1,119238,08.4
AG02,11,H,14,12,H,0110,1,GS-12,I,XXXX,8,10,F,1,201209,1,094837,26.3
AG02,11,D,17,13,D,0110,1,GS-13,I,XXXX,5,10,F,1,201209,1,097936,06.2
AG02,11,H,21,14,E,0110,1,GS-14,L,XXXX,5,10,F,1,201209,1,122744,12.8
AG02,11,H,13,13,G,0110,1,GS-13,J,XXXX,8,10,F,1,201209,1,109807,24.8
AG02,11,K,21,13,F,0110,1,GS-13,J,XXXX,5,10,F,1,201209,1,109807,15.1
AG02,11,D,17,11,B,0110,1,GS-11,G,XXXX,8,10,F,1,201209,1,070794,01.4
AG02,45,I,17,14,I,0110,1,GS-14,L,XXXX,5,10,F,1,201209,1,125695,33.2
AG02,11,I,17,13,E,0110,1,GS-13,I,XXXX,8,10,F,1,201209,1,097936,14.6
AG02,11,H,21,14,E,0110,1,GS-14,L,XXXX,8,10,F,1,201209,1,126251,11.4
AG02,11,I,13,13,I,0110,1,GM-13,K,XXXX,5,10,F,1,201209,1,115742,33.4
AG02,51,C,17,12,B,0110,1,GS-12,F,XXXX,8,15,F,1,201209,1,068809,02.6
AG02,11,D,17,11,B,0110,1,GS-11,F,XXXX,8,15,F,1,201209,1,062467,02.8
AG02,11,E,17,13,D,0110,1,GS-13,I,XXXX,8,10,F,1,201209,1,097936,05.5
AG02,47,F,21,14,C,0110,1,GS-14,J,XXXX,8,10,F,1,201209,1,106358,04.2
AG02,11,C,17,11,B,0110,1,GS-11,F,XXXX,8,15,F,1,201209,1,062467,01.4
