AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS
AF0N,51,J,04,13,E,0110,1,GS-13,I,XXXX,8,10,F,1,200509,1,"$97,213",12.8
AF2D,51,J,21,13,J,0110,1,GS-13,H,XXXX,5,10,F,1,200509,1,"$84,751",42.6
AG02,11,F,17,13,C,0110,1,GS-13,G,XXXX,8,10,F,1,200509,1,"$74,782",4.5
AG02,11,I,17,14,H,0110,1,GS-14,K,XXXX,8,10,F,1,200509,1,"$111,936",28.3
AG02,53,D,14,,D,0110,1,MA-15,E,XXXX,8,30,F,1,200509,1,"$53,104",8.3
AG02,20,G,17,,H,0110,1,MA-20,H,XXXX,8,30,F,1,200509,1,"$80,092",25.1
AG02,53,F,17,,F,0110,1,MA-20,G,XXXX,2,30,F,1,200509,1,"$71,168",15.3
AG02,27,E,21,,B,0110,1,MA-14,D,XXXX,8,30,F,1,200509,1,"$49,920",2.3
AG02,11,I,21,13,D,0110,1,GS-13,H,XXXX,8,10,F,1,200509,1,"$84,751",8.1
AG02,11,G,17,15,E,0110,1,GS-15,K,XXXX,8,10,F,1,200509,1,"$117,809",13.3
AG02,39,F,13,,F,0110,1,MA-19,F,XXXX,8,30,F,1,200509,1,"$68,081",18.3
AG02,21,D,17,,D,0110,1,MA-21,G,XXXX,8,30,F,1,200509,1,"$76,688",6.8
AG02,11,D,13,13,D,0110,1,GS-13,H,XXXX,8,10,F,1,200509,1,"$82,259",6.8
AG02,11,C,18,11,B,0110,1,GS-11,E,XXXX,8,15,F,1,200509,1,"$52,468",1.1
AG02,11,H,13,13,H,0110,1,GS-13,I,XXXX,8,10,F,1,200509,1,"$97,213",26.3
AG02,11,G,17,12,D,0110,1,GS-12,G,XXXX,8,10,F,1,200509,1,"$73,364",7.6
AG02,11,F,13,12,C,0110,1,GS-12,G,XXXX,8,15,F,1,200509,1,"$75,460",4.3
AG02,11,H,21,14,E,0110,1,GS-14,J,XXXX,8,10,F,1,200509,1,"$103,098",12.6
AG02,11,H,17,14,H,0110,1,GS-14,K,XXXX,8,10,F,1,200509,1,"$114,882",26.3
AG02,11,I,21,15,D,0110,1,GS-15,J,XXXX,2,10,F,1,200509,1,"$103,947",6.1
AG02,13,D,17,,D,0110,1,MA-17,E,XXXX,8,30,F,1,200509,1,"$56,322",5.2
AG02,11,G,17,13,G,0110,1,GS-13,I,XXXX,8,10,F,1,200509,1,"$97,213",23.7
AG02,27,I,17,,G,0110,1,MA-20,H,XXXX,2,30,F,1,200509,1,"$82,323",20.3
AG02,11,I,21,14,G,0110,1,GS-14,J,XXXX,2,10,F,1,200509,1,"$106,044",22.3
