AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS
AF3C,12,I,21,,H,0110,1,YA-03,N,XXXX,8,10,F,1,200809,1,"$144,170",28.3
AG02,11,J,21,13,E,0110,1,GS-13,I,XXXX,8,10,F,1,200809,1,"$96,791",11.1
AG02,11,C,17,11,A,0110,1,GS-11,E,XXXX,8,15,F,1,200809,1,"$58,206",0.3
AG02,11,G,17,14,D,0110,1,GS-14,J,XXXX,8,10,F,1,200809,1,"$101,301",7.5
AG02,11,H,21,14,D,0110,1,GS-14,J,XXXX,8,10,F,1,200809,1,"$107,836",8.8
AG02,11,F,17,12,E,0110,1,GS-12,H,XXXX,8,10,F,1,200809,1,"$81,394",10.7
AG02,11,H,21,13,D,0110,1,GS-13,I,XXXX,8,10,F,1,200809,1,"$94,025",8.8
AG02,11,E,17,12,E,0110,1,GS-12,G,XXXX,8,10,F,1,200809,1,"$79,068",11.7
AG02,11,G,21,14,D,0110,1,GS-14,K,XXXX,8,10,F,1,200809,1,"$111,104",7.4
AG02,11,G,14,12,G,0110,1,GS-12,H,XXXX,8,10,F,1,200809,1,"$86,046",22.3
AG02,47,E,21,14,A,0110,1,GS-14,I,XXXX,8,15,F,1,200809,1,"$91,781",0.2
AG02,11,H,13,13,H,0110,1,GM-13,J,XXXX,5,10,F,1,200809,1,"$106,485",29.4
AG02,11,H,21,14,E,0110,1,GS-14,K,XXXX,8,10,F,1,200809,1,"$114,372",12.7
AG02,11,G,17,15,F,0110,1,GS-15,M,XXXX,2,10,F,1,200809,1,"$138,383",16.3
AG02,11,J,21,15,D,0110,1,GS-15,L,XXXX,2,10,F,1,200809,1,"$126,850",9.1
AG02,11,I,21,14,H,0110,1,GS-14,L,XXXX,2,10,F,1,200809,1,"$120,907",25.3
AG02,11,H,17,13,H,0110,1,GS-13,J,XXXX,8,10,F,1,200809,1,"$107,854",26.7
AG02,37,D,13,12,D,0110,1,GS-12,G,XXXX,8,10,F,1,200809,1,"$74,159",8.3
AG02,11,I,13,13,H,0110,1,GS-13,J,XXXX,8,10,F,1,200809,1,"$107,854",29.3
AG02,11,H,17,12,E,0110,1,GS-12,H,XXXX,8,10,F,1,200809,1,"$83,720",10.6
AG02,11,F,13,13,D,0110,1,GS-13,I,XXXX,8,10,F,1,200809,1,"$91,259",7.3
AG02,11,I,21,14,F,0110,1,GS-14,L,XXXX,8,10,F,1,200809,1,"$120,907",15.6
AG02,11,H,17,14,H,0110,1,GS-14,L,XXXX,8,10,F,1,200809,1,"$127,442",29.3
AG02,11,I,17,14,I,0110,1,GS-14,L,XXXX,8,10,F,1,200809,1,"$127,442",31.3
AG02,11,C,07,12,C,0110,1,GS-12,G,XXXX,8,10,F,1,200809,1,"$72,090",3.0
AG02,11,H,17,15,E,0110,1,GS-15,N,XXXX,2,15,F,1,200809,1,"$149,000",12.7
AG02,11,H,13,12,C,0110,1,GS-12,G,XXXX,8,15,F,1,200809,1,"$76,742",3.4
AG02,11,J,17,15,I,0110,1,GS-15,N,XXXX,2,10,F,1,200809,1,"$149,000",34.7
AG02,11,G,13,13,G,0110,1,GS-13,I,XXXX,8,10,F,1,200809,1,"$96,791",20.9
AG03,11,F,04,14,F,0110,1,GS-14,K,XXXX,8,10,F,1,200809,1,"$114,372",18.8
AG07,55,F,17,12,E,0110,1,GS-12,H,XXXX,8,10,F,1,200809,1,"$80,558",13.4
AG08,29,D,13,13,E,0110,1,GS-13,H,XXXX,8,10,F,1,200809,1,"$85,438",11.9
AG08,29,G,17,13,D,0110,1,GS-13,H,XXXX,8,10,F,1,200809,1,"$82,849",6.3
AG08,29,H,17,14,F,0110,1,GS-14,K,XXXX,8,10,F,1,200809,1,"$110,137",18.5
AG08,29,H,17,13,H,0110,1,GS-13,I,XXXX,8,10,F,1,200809,1,"$95,797",27.6
AG08,29,H,13,13,F,0110,1,GS-13,I,XXXX,8,10,F,1,200809,1,"$93,207",18.5
AG08,29,F,11,13,E,0110,1,GS-13,H,XXXX,8,10,F,1,200809,1,"$88,028",10.3
AG08,11,E,11,13,E,0110,1,GS-13,I,XXXX,8,10,F,1,200809,1,"$96,791",10.9
AG08,29,G,17,14,G,0110,1,GS-14,J,XXXX,8,10,F,1,200809,1,"$107,077",23.8
AG08,29,J,17,13,G,0110,1,GS-13,I,XXXX,8,10,F,1,200809,1,"$93,207",23.4
AG08,29,G,17,14,G,0110,1,GS-14,J,XXXX,8,10,F,1,200809,1,"$104,018",21.9
AG08,29,B,13,07,A,0110,1,GS-07,C,XXXX,8,32,F,1,200809,1,"$36,822",0.5
