AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS
AF0N,51,J,04,13,E,0110,1,GS-13,J,XXXX,8,10,F,1,200609,1,"$100,554",13.8
AG02,11,G,17,15,E,0110,1,GS-15,L,XXXX,8,10,F,1,200609,1,"$121,856",14.3
AG02,11,J,21,15,D,0110,1,GS-15,K,XXXX,2,10,F,1,200609,1,"$111,104",7.1
AG02,11,I,21,14,G,0110,1,GS-14,J,XXXX,2,10,F,1,200609,1,"$109,687",23.3
AG02,48,G,17,,G,0110,1,MA-19,F,XXXX,8,30,F,1,200609,1,"$69,511",20.3
AG02,11,C,17,11,D,0110,1,GS-11,E,XXXX,8,10,F,1,200609,1,"$54,272",6.0
AG02,11,C,04,15,E,0110,1,GM-15,J,XXXX,2,10,F,1,200609,1,"$107,521",10.8
AG02,11,F,17,12,D,0110,1,GS-12,G,XXXX,8,10,F,1,200609,1,"$73,720",8.7
AG02,11,D,17,12,D,0110,1,GS-12,G,XXXX,8,10,F,1,200609,1,"$71,552",9.7
AG02,11,C,07,11,B,0110,1,GS-11,E,XXXX,8,15,F,1,200609,1,"$54,272",1.0
AG02,11,I,17,14,H,0110,1,GS-14,K,XXXX,8,10,F,1,200609,1,"$118,828",29.3
AG02,53,D,14,,D,0110,1,MA-15,E,XXXX,8,30,F,1,200609,1,"$54,219",9.3
AG02,11,J,17,15,I,0110,1,GS-15,M,XXXX,2,10,F,1,200609,1,"$136,191",32.7
AG02,11,G,13,13,F,0110,1,GS-13,H,XXXX,8,10,F,1,200609,1,"$87,664",18.9
AG02,11,H,13,13,H,0110,1,GM-13,I,XXXX,5,10,F,1,200609,1,"$99,276",27.4
AG02,36,E,14,,E,0110,1,MA-19,F,XXXX,8,30,F,1,200609,1,"$65,343",13.3
AG02,11,C,13,12,D,0110,1,GS-12,F,XXXX,8,10,F,1,200609,1,"$69,384",6.3
AG02,11,H,13,13,H,0110,1,GS-13,J,XXXX,8,10,F,1,200609,1,"$100,554",27.3
AG02,11,G,17,12,D,0110,1,GS-12,G,XXXX,8,10,F,1,200609,1,"$75,887",8.6
AG02,11,F,13,12,D,0110,1,GS-12,G,XXXX,8,15,F,1,200609,1,"$78,055",5.3
AG02,11,I,21,14,E,0110,1,GS-14,J,XXXX,8,10,F,1,200609,1,"$109,687",13.6
AG02,11,H,17,14,H,0110,1,GS-14,K,XXXX,8,10,F,1,200609,1,"$118,828",27.3
AG02,13,D,17,,D,0110,1,MA-17,E,XXXX,8,30,F,1,200609,1,"$57,505",6.2
AG02,11,H,17,13,G,0110,1,GS-13,J,XXXX,8,10,F,1,200609,1,"$100,554",24.7
AG02,11,G,14,12,G,0110,1,GS-12,G,XXXX,8,10,F,1,200609,1,"$78,055",20.3
AG02,27,I,17,,G,0110,1,MA-21,H,XXXX,8,30,F,1,200609,1,"$88,082",21.3
AG02,11,F,17,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,200609,1,"$79,931",5.5
AG02,27,G,13,,H,0110,1,MA-19,G,XXXX,8,30,F,1,200609,1,"$71,595",25.3
