AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS
AD00,11,E,04,13,D,0110,1,GS-13,F,XXXX,8,10,F,1,199809,1,"$65,296",9.3
AD00,11,K,14,15,J,0110,1,GS-15,J,XXXX,8,10,F,1,199809,1,"$101,142",36.2
AF0N,51,I,04,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,199809,1,"$72,758",5.8
AF3W,48,H,17,13,H,0110,1,GS-13,F,XXXX,8,10,F,1,199809,1,"$67,837",28.0
AG02,11,C,17,09,A,0110,1,GS-09,C,XXXX,8,15,F,1,199809,1,"$32,457",0.6
AG02,25,F,17,,D,0110,1,MA-21,E,XXXX,8,30,F,1,199809,1,"$56,238",6.2
AG02,11,H,17,15,G,0110,1,GM-15,I,XXXX,2,10,F,1,199809,1,"$93,366",23.5
AG02,11,J,17,12,J,0110,1,GS-12,F,XXXX,8,10,F,1,199809,1,"$61,190",36.2
AG02,11,K,21,12,G,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$56,482",22.4
AG02,36,E,17,,D,0110,1,MA-19,D,XXXX,2,30,F,1,199809,1,"$48,484",5.3
AG02,13,D,21,,B,0110,1,MA-16,D,XXXX,8,40,F,2,199809,1,"$44,783",2.0
AG02,11,E,13,12,E,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$53,343",11.6
AG02,11,H,17,15,G,0110,1,GS-15,I,XXXX,2,10,F,1,199809,1,"$90,767",24.7
AG02,11,E,13,12,E,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$50,205",10.9
AG02,11,D,13,11,D,0110,1,GS-11,C,XXXX,8,10,F,1,199809,1,"$39,270",7.4
AG02,11,J,13,14,J,0110,1,GM-14,H,XXXX,5,10,F,1,199809,1,"$85,978",36.3
AG02,11,F,13,13,F,0110,1,GM-13,F,XXXX,5,10,F,1,199809,1,"$66,232",19.4
AG02,11,H,18,13,H,0110,1,GM-13,G,XXXX,5,10,F,1,199809,1,"$71,489",27.6
AG02,11,C,04,07,D,0119,3,GS-07,C,XXXX,8,10,F,1,199809,1,"$30,068",9.5
AG02,51,D,13,,D,0110,1,MA-15,D,XXXX,8,30,*,2,199809,1,"$40,436",8.3
AG02,11,G,13,13,F,0110,1,GS-13,F,XXXX,8,10,F,1,199809,1,"$65,296",19.3
AG02,11,F,17,12,A,0110,1,GS-12,D,XXXX,8,15,F,1,199809,1,"$47,066",0.6
AG02,11,E,17,12,B,0110,1,GS-12,D,XXXX,8,15,F,1,199809,1,"$48,635",1.1
AG02,11,F,17,14,F,0110,1,GS-14,G,XXXX,8,10,F,1,199809,1,"$72,752",19.3
AG02,11,C,17,07,A,0110,1,GS-07,B,XXXX,8,38,F,1,199809,1,"$26,532",0.6
AG02,39,F,18,,E,0110,1,MA-16,D,XXXX,8,40,F,2,199809,1,"$46,145",13.4
AG02,39,D,13,,E,0110,1,MA-17,D,XXXX,8,30,F,1,199809,1,"$44,146",11.3
AG02,11,E,04,12,D,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$53,343",6.3
AG02,17,G,17,,G,0110,1,MA-19,E,XXXX,8,30,F,1,199809,1,"$58,396",23.5
AG02,17,G,17,,E,0110,1,MA-20,F,XXXX,8,30,F,1,199809,1,"$61,202",13.3
AG02,11,E,17,13,E,0110,1,GM-13,F,XXXX,5,10,F,1,199809,1,"$68,097",12.7
AG02,11,G,17,15,G,0110,1,GS-15,I,XXXX,2,10,F,1,199809,1,"$90,767",22.3
AG02,11,E,14,12,E,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$51,774",12.3
AG02,04,D,13,,D,0110,1,MA-19,E,XXXX,*,30,F,1,199809,1,"$55,092",8.3
AG02,27,E,13,,F,0110,1,MA-16,D,XXXX,8,30,F,1,199809,1,"$47,507",17.3
AG02,27,E,13,,E,0110,1,MA-16,D,XXXX,8,30,F,1,199809,1,"$43,421",12.1
AG02,40,F,17,,F,0110,1,MA-18,E,XXXX,8,30,F,1,199809,1,"$54,895",18.1
AG02,53,E,17,,D,0110,1,MA-18,D,XXXX,8,30,F,1,199809,1,"$47,310",8.3
AG02,11,F,17,14,F,0110,1,GM-14,G,XXXX,2,10,F,1,199809,1,"$79,372",17.9
AG02,11,H,21,11,B,0110,1,GS-11,D,XXXX,8,15,F,1,199809,1,"$40,579",1.1
AG02,11,D,17,11,B,0110,1,GS-11,D,XXXX,8,15,F,1,199809,1,"$41,888",2.0
AG02,53,C,14,,B,0110,1,MA-13,C,XXXX,8,30,F,1,199809,1,"$30,424",1.3
AG02,11,C,17,13,C,0110,1,GS-13,E,XXXX,2,10,F,1,199809,1,"$55,969",4.6
AG02,11,G,13,12,E,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$54,913",13.8
AG03,24,D,21,11,C,0110,1,GS-11,D,XXXX,8,42,F,2,199809,1,"$43,197",3.1
AG03,24,K,21,15,G,0110,1,GS-15,I,XXXX,8,10,F,1,199809,1,"$90,767",24.5
AG03,24,H,17,13,H,0110,1,GM-13,G,XXXX,4,10,F,1,199809,1,"$72,758",29.3
AG07,51,I,17,13,E,0110,1,GS-13,F,XXXX,8,10,F,1,199809,1,"$61,565",11.5
AG07,39,F,21,13,D,0110,1,GS-13,F,XXXX,8,10,F,1,199809,1,"$63,212",6.3
AG07,17,F,17,12,D,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$55,508",9.2
AG07,55,D,17,12,C,0110,1,GS-12,D,XXXX,8,15,F,1,199809,1,"$46,254",3.7
AG07,27,G,13,12,G,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$59,648",21.9
AG08,29,F,13,12,D,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$51,190",8.5
AG08,29,F,17,13,F,0110,1,GS-13,F,XXXX,8,10,F,1,199809,1,"$60,871",17.6
AG08,29,H,17,12,E,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$55,845",13.4
AG10,11,I,21,14,G,0110,1,GS-14,H,XXXX,8,42,F,2,199809,1,"$85,978",24.7
AG10,11,F,17,13,F,0110,1,GS-13,F,XXXX,8,10,F,1,199809,1,"$63,431",15.8
AG10,11,G,17,14,E,0110,1,GS-14,G,XXXX,2,10,F,1,199809,1,"$74,956",10.8
AG10,11,H,17,13,D,0110,1,GS-13,E,XXXX,8,10,F,1,199809,1,"$57,835",6.8
AG10,11,D,17,12,D,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$51,774",8.1
AG10,11,F,17,13,E,0110,1,GS-13,G,XXXX,8,10,F,1,199809,1,"$72,758",14.0
AG10,11,D,17,13,D,0110,1,GS-13,F,XXXX,8,10,F,1,199809,1,"$61,565",8.9
AG10,11,F,17,14,F,0110,1,GS-14,G,XXXX,8,10,F,1,199809,1,"$79,365",19.9
AG10,11,F,13,12,C,0110,1,GS-12,D,XXXX,8,15,F,1,199809,1,"$48,635",3.3
AG10,11,D,17,12,C,0110,1,GS-12,D,XXXX,8,10,F,1,199809,1,"$48,635",3.0
AG10,11,C,17,09,A,0110,1,GS-09,C,XXXX,8,15,F,1,199809,1,"$32,457",0.8
AG10,11,C,13,12,C,0110,1,GS-12,E,XXXX,8,15,F,1,199809,1,"$50,205",3.8
AG10,11,F,17,13,E,0110,1,GS-13,F,XXXX,8,10,F,1,199809,1,"$63,431",10.3
AG10,11,E,13,12,D,0110,1,GS-12,D,XXXX,8,10,F,1,199809,1,"$48,635",5.3
AG10,11,D,17,12,D,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$51,774",5.9
AG10,11,I,21,12,D,0110,1,GS-12,E,XXXX,8,10,F,1,199809,1,"$51,774",6.0
