AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS
AF0N,51,I,04,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,199909,1,"$75,433",6.8
AF3W,48,H,17,13,H,0110,1,GS-13,G,XXXX,8,10,F,1,199909,1,"$70,238",29.0
AG02,11,C,17,11,B,0110,1,GS-11,D,XXXX,8,15,F,1,199909,1,"$40,714",1.6
AG02,25,F,17,,D,0110,1,MA-21,F,XXXX,8,30,F,1,199909,1,"$61,982",7.2
AG02,11,H,17,15,G,0110,1,GM-15,I,XXXX,2,10,F,1,199909,1,"$96,793",24.5
AG02,11,K,17,12,J,0110,1,GS-12,F,XXXX,8,10,F,1,199909,1,"$63,436",37.2
AG02,11,K,21,12,G,0110,1,GS-12,E,XXXX,8,10,F,1,199909,1,"$58,556",23.4
AG02,36,E,17,,D,0110,1,MA-19,E,XXXX,2,30,F,1,199909,1,"$51,691",6.3
AG02,13,D,21,,C,0110,1,MA-17,D,XXXX,8,40,F,2,199909,1,"$48,461",3.0
AG02,11,E,13,12,E,0110,1,GS-12,E,XXXX,8,10,F,1,199909,1,"$56,929",12.6
AG02,11,I,17,15,H,0110,1,GS-15,I,XXXX,2,10,F,1,199909,1,"$96,786",25.7
AG02,11,E,13,12,E,0110,1,GS-12,E,XXXX,8,10,F,1,199909,1,"$53,676",11.9
AG02,11,F,13,13,G,0110,1,GM-13,F,XXXX,5,10,F,1,199909,1,"$68,668",20.4
AG02,11,H,18,13,H,0110,1,GM-13,G,XXXX,5,10,F,1,199909,1,"$74,119",28.6
AG02,51,D,13,,D,0110,1,MA-15,D,XXXX,8,30,P,2,199909,1,"$42,997",9.3
AG02,11,G,13,13,G,0110,1,GS-13,F,XXXX,8,10,F,1,199909,1,"$67,697",20.3
AG02,11,F,17,12,B,0110,1,GS-12,E,XXXX,8,15,F,1,199909,1,"$50,423",1.6
