AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PP,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS
AG10,11,G,13,14,G,0110,1,99,GS-14,N,0110,8,10,F,1,201909,1,148445,24.9
AG10,11,F,22,14,C,0110,1,99,GS-14,L,0110,8,42,F,2,201909,1,128911,04.0
AG10,11,K,17,13,J,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,128920,38.8
AG10,11,E,13,13,F,0110,1,99,GS-13,K,0110,8,10,F,1,201909,1,119004,18.3
AG10,11,I,17,13,G,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,128920,21.3
AG10,11,G,13,14,F,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,17.7
AG10,11,I,21,15,F,0110,1,99,GS-15,P,0110,5,10,F,1,201909,1,160822,19.7
AG10,11,J,17,14,I,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,34.8
AG10,11,I,13,14,G,0110,1,99,GS-14,N,0110,8,10,F,1,201909,1,140632,20.8
AG10,41,G,17,14,F,0110,1,99,GS-14,N,0110,8,10,F,1,201909,1,145059,17.3
AG10,11,K,17,13,H,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,128920,27.8
AG10,11,I,17,13,I,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,128920,30.3
AG10,11,J,17,14,I,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,31.3
AG10,11,I,13,14,I,0110,1,99,GS-14,O,0110,8,10,S,2,201909,1,152352,30.0
AG10,11,H,17,13,H,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,125615,26.2
AG10,11,D,13,14,E,0110,1,99,GS-14,L,0110,8,10,F,1,201909,1,125005,11.2
AG10,11,I,18,14,I,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,30.7
AG10,11,J,17,13,H,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,125615,25.0
AG10,11,G,17,14,G,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,21.6
AG10,11,J,17,14,I,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,30.9
AG10,11,G,13,13,F,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,125615,18.2
AG10,11,D,15,13,D,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,128920,05.8
AG10,11,E,17,14,E,0110,1,99,GS-14,L,0110,8,10,F,1,201909,1,128911,10.0
AG10,11,D,17,13,D,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,105782,07.8
AG10,11,B,09,12,B,0110,1,99,GS-12,H,0110,8,15,F,1,201909,1,083398,01.0
AG10,11,I,17,15,E,0110,1,99,GS-15,P,0110,5,42,F,2,201909,1,166500,10.4
AG10,11,D,04,12,C,0110,1,99,GS-12,I,0110,8,10,F,1,201909,1,091740,04.6
AG10,11,B,13,05,C,0119,3,99,GS-05,C,XXXX,8,40,G,2,201909,1,037955,03.4
AG10,11,E,17,14,D,0110,1,99,GS-14,M,0110,8,42,F,2,201909,1,136725,05.7
AG10,11,C,14,11,B,0110,1,99,GS-11,F,0110,8,15,F,1,201909,1,069581,02.3
AG10,11,D,13,12,C,0110,1,99,GS-12,H,0110,8,15,F,1,201909,1,086179,03.3
AG10,11,C,13,12,C,0110,1,99,GS-12,H,0110,8,10,F,1,201909,1,083398,03.2
AG10,11,D,17,12,C,0110,1,99,GS-12,H,0110,8,10,F,1,201909,1,086179,03.2
AG10,11,C,17,12,C,0110,1,99,GS-12,H,0110,8,10,F,1,201909,1,086179,03.2
AG10,11,C,17,12,B,0110,1,99,GS-12,H,0110,8,15,F,1,201909,1,083398,02.8
AG10,11,B,08,04,B,0119,3,99,GS-04,C,XXXX,8,40,G,2,201909,1,033925,02.0
AG10,11,D,21,12,B,0110,1,99,GS-12,H,0110,8,15,F,1,201909,1,083398,01.4
AG10,11,C,13,09,B,0110,1,99,GS-09,E,0110,8,35,F,1,201909,1,059426,01.0
AG10,11,C,13,09,A,0110,1,99,GS-09,E,0110,8,35,F,1,201909,1,057510,00.7
AG10,11,B,08,02,A,0119,3,99,GS-02,B,XXXX,8,40,G,2,201909,1,027696,00.3
AG10,11,B,04,02,A,0119,3,99,GS-02,B,XXXX,8,40,G,2,201909,1,027696,00.3
AG10,11,A,04,02,A,0119,3,99,GS-02,B,XXXX,8,40,G,2,201909,1,027696,00.3
AG10,11,B,03,09,A,0110,1,99,GS-09,E,0110,8,35,F,1,201909,1,057510,00.1
AG10,11,C,17,09,A,0110,1,99,GS-09,E,0110,8,35,F,1,201909,1,057510,00.0
AG11,08,K,21,14,I,0110,1,99,GS-14,N,0110,8,10,F,1,201909,1,148794,33.1
AG11,49,I,21,13,G,0110,1,99,GS-13,J,0110,5,10,F,1,201909,1,109400,21.8
AG11,11,K,14,13,J,0110,1,99,GS-13,L,0110,5,10,F,1,201909,1,128920,39.3
AG11,02,J,17,15,I,0110,1,99,GS-15,P,0110,2,10,F,1,201909,1,160288,33.3
AG11,**,J,14,15,I,0110,1,99,GS-15,N,0110,8,10,F,1,201909,1,140693,32.8
AG11,30,G,17,12,F,0110,1,99,GS-12,H,0110,8,10,F,1,201909,1,089517,18.0
AG11,54,K,21,14,J,0110,1,99,GS-14,M,0110,8,10,F,1,201909,1,136271,38.7
AG11,11,F,21,13,E,0110,1,99,GS-13,K,0110,8,10,F,1,201909,1,119004,12.2
AG11,27,J,21,15,I,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,163018,34.8
AG11,06,F,17,12,E,0110,1,99,GS-12,H,0110,8,10,F,1,201909,1,087612,14.9
AG11,30,F,04,09,D,0110,1,99,GS-09,E,0110,8,15,F,1,201909,1,051440,08.1
AG11,08,I,17,15,H,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,161554,25.1
AG11,06,E,17,11,D,0110,1,99,GS-11,H,0110,8,10,F,1,201909,1,085476,09.3
AG11,55,E,17,13,D,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,101715,08.8
AG11,27,F,17,13,E,0110,1,99,GS-13,I,0110,8,10,F,1,201909,1,094617,11.4
AG11,06,E,18,15,E,0110,1,99,GS-15,N,0110,2,10,F,1,201909,1,147259,10.4
AG11,11,J,21,15,E,0110,1,99,GS-15,P,0110,4,10,F,1,201909,1,166500,10.0
AG11,51,E,21,11,D,0110,1,99,GS-11,I,0110,8,10,F,1,201909,1,090461,09.0
AG11,08,F,21,13,D,0110,1,99,GS-13,K,0110,8,10,F,1,201909,1,116225,08.3
AG11,08,F,21,13,D,0110,1,99,GS-13,K,0110,8,10,F,1,201909,1,112997,08.3
AG11,**,D,13,11,D,0110,1,99,GS-11,F,0110,8,10,F,1,201909,1,066713,07.7
AG11,04,C,14,11,D,0110,1,99,GS-11,F,0110,8,10,F,1,201909,1,066496,05.7
AG11,30,E,17,14,C,0110,1,99,GS-14,J,0110,4,10,F,1,201909,1,104821,04.1
AG11,30,F,17,13,C,0110,1,99,GS-13,H,0110,4,10,F,1,201909,1,088704,03.6
AG11,08,C,13,09,B,0110,1,99,GS-09,E,0110,8,15,F,1,201909,1,058039,02.8
AG11,24,D,21,12,A,0110,1,99,GS-12,H,0110,8,42,F,2,201909,1,083398,00.3
AG16,24,I,17,14,H,0110,1,99,GS-14,O,0110,4,10,F,1,201909,1,152352,29.8
AG16,38,I,13,12,J,0110,1,99,GS-12,I,0110,8,10,F,1,201909,1,096978,35.3
AG16,12,G,13,12,G,0110,1,99,GS-12,I,0110,8,10,F,1,201909,1,096978,20.7
AG16,28,G,13,12,G,0110,1,99,GS-12,I,0110,8,10,F,1,201909,1,094491,22.9
AG16,19,I,13,12,I,0110,1,99,GS-12,I,0110,8,10,F,1,201909,1,096978,30.4
AG16,47,H,13,12,H,0110,1,99,GS-12,I,0110,8,10,F,1,201909,1,096978,28.5
AG16,13,I,17,12,I,0110,1,99,GS-12,J,0110,8,10,F,1,201909,1,101983,30.3
AG16,40,E,11,12,F,0110,1,99,GS-12,I,0110,4,10,F,1,201909,1,092004,17.3
AG16,56,H,17,12,F,0110,1,99,GS-12,I,0110,8,10,F,1,201909,1,094491,15.3
AG16,54,I,17,12,H,0110,1,99,GS-12,I,0110,8,10,F,1,201909,1,096978,28.5
AG16,41,I,17,14,I,0110,1,99,GS-14,M,0110,8,10,F,1,201909,1,137620,31.5
AG16,05,I,10,14,H,0110,1,99,GS-14,L,0110,8,10,F,1,201909,1,125788,29.8
AG16,51,J,17,12,J,0110,1,99,GS-12,J,0110,8,10,F,1,201909,1,100088,38.5
AG16,11,H,21,,E,0110,1,ES,ES-**,Q,0110,2,50,F,1,201909,1,173086,10.7
AG16,50,I,17,14,G,0110,1,99,GS-14,M,0110,8,10,F,1,201909,1,136872,23.4
AG16,05,F,09,12,D,0110,1,99,GS-12,H,0110,8,10,F,1,201909,1,082056,06.9
AG16,41,D,17,12,D,0110,1,99,GS-12,H,0110,8,10,F,1,201909,1,089996,09.7
AG18,11,I,21,15,G,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,165417,20.8
AG18,11,F,21,15,D,0110,1,99,GS-15,O,0110,8,10,F,1,201909,1,151633,09.6
AG18,11,I,17,14,F,0110,1,99,GS-14,N,0110,8,10,F,1,201909,1,148445,18.5
AG18,11,K,21,15,I,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,31.2
AG18,11,K,20,13,I,0110,1,99,GM-13,L,0110,5,10,F,1,201909,1,128920,32.1
AG18,11,K,21,15,J,0110,1,99,GM-15,P,0110,*,10,F,1,201909,1,166500,41.3
AG18,11,G,17,15,F,0110,1,99,GS-15,O,0110,8,10,F,1,201909,1,156228,16.1
AG18,11,J,21,15,G,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,20.3
AG18,11,J,17,13,I,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,128920,34.8
AG18,11,F,21,15,E,0110,1,99,GS-15,N,0110,8,10,F,1,201909,1,147038,11.0
AG18,11,F,21,15,E,0110,1,99,GS-15,O,0110,8,10,F,1,201909,1,151633,12.2
AG18,11,H,21,14,F,0110,1,99,GS-14,N,0110,8,10,F,1,201909,1,144538,18.3
AG18,11,G,21,13,F,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,125615,18.4
AG18,11,H,17,13,I,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,128920,30.0
AG18,11,I,21,15,G,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,21.9
AG18,11,J,17,13,I,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,128920,34.0
AG18,11,H,18,14,E,0110,1,99,GS-14,M,0110,5,10,F,1,201909,1,132818,14.7
AG18,11,I,17,15,H,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,27.7
AG18,11,I,22,,G,0110,1,ES,ES-**,S,0110,2,50,F,1,201909,1,192300,22.7
AG18,11,K,21,15,I,0110,1,99,GS-15,P,0110,2,10,F,1,201909,1,166500,30.2
AG18,29,J,21,14,I,0110,1,99,GS-14,M,0110,8,10,F,1,201909,1,137366,32.9
AG18,11,I,14,15,I,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,34.5
AG18,11,I,22,14,E,0110,1,99,GS-14,M,0110,8,10,F,1,201909,1,136725,13.2
AG18,11,K,21,15,G,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,160822,20.9
AG18,11,K,21,13,I,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,128920,34.7
AG18,11,K,21,13,J,0110,1,99,GM-13,L,0110,5,10,F,1,201909,1,128920,40.1
AG18,11,H,17,15,G,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,20.7
AG18,11,H,21,14,F,0110,1,99,GS-14,N,0110,8,10,F,1,201909,1,140632,17.1
AG18,11,H,17,15,E,0110,1,99,GS-15,P,0110,5,15,F,1,201909,1,160822,12.3
AG18,11,E,17,14,C,0110,1,99,GS-14,L,0110,8,10,F,1,201909,1,128911,04.9
AG18,11,D,18,13,D,0110,1,99,GS-13,I,0110,8,10,F,1,201909,1,099172,05.0
AG18,11,E,14,13,E,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,109088,14.3
AG18,11,K,17,15,J,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,36.5
AG18,11,H,20,15,F,0110,1,99,GS-15,P,0110,2,10,F,1,201909,1,160822,19.2
AG18,11,K,18,13,J,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,128920,43.1
AG18,11,K,17,14,J,0110,1,99,GS-14,O,0110,5,10,F,1,201909,1,152352,37.0
AG18,11,I,21,13,E,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,125615,12.9
AG18,11,F,21,14,E,0110,1,99,GS-14,M,0110,8,10,F,1,201909,1,132818,13.8
AG18,11,H,21,14,G,0110,1,99,GS-14,N,0110,8,10,F,1,201909,1,140632,20.2
AG18,11,I,17,14,I,0110,1,99,GS-14,O,0110,5,10,F,1,201909,1,152352,34.5
AG18,11,E,13,11,E,0110,1,99,GS-11,G,0110,8,10,F,1,201909,1,078861,12.5
AG18,11,K,21,15,J,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,165417,47.8
AG18,11,J,21,14,H,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,26.9
AG18,11,J,17,13,H,0110,1,99,GM-13,L,0110,5,10,F,1,201909,1,128920,28.8
AG18,11,K,21,14,H,0110,1,99,GS-14,N,0110,8,10,F,1,201909,1,148445,27.7
AG18,11,G,17,14,G,0110,1,99,GS-14,N,0110,8,15,F,1,201909,1,144538,22.7
AG18,11,G,18,15,F,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,165417,17.4
AG18,11,I,21,15,G,0110,1,99,GS-15,O,0110,8,10,F,1,201909,1,156228,20.5
AG18,11,J,21,15,G,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,160822,20.6
AG18,11,H,21,13,F,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,125615,17.8
AG18,11,J,21,15,H,0110,1,99,GS-15,P,0110,2,10,F,1,201909,1,166500,26.0
AG18,11,I,21,15,E,0110,1,99,GS-15,O,0110,8,10,F,1,201909,1,151633,12.5
AG18,11,J,17,15,J,0110,1,99,GS-15,P,0110,5,10,F,1,201909,1,166500,37.3
AG18,11,I,21,,G,0110,1,ES,ES-**,S,0110,2,50,F,1,201909,1,192300,22.6
AG18,11,H,21,15,G,0110,1,99,GS-15,O,0110,8,10,F,1,201909,1,151633,20.6
AG18,11,J,22,15,E,0110,1,99,GS-15,N,0110,8,10,F,1,201909,1,142443,11.5
AG18,11,I,21,15,I,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,30.9
AG18,11,G,22,15,F,0110,1,99,GS-15,P,0110,2,10,F,1,201909,1,165417,17.1
AG18,11,I,17,13,G,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,109088,21.1
AG18,11,F,13,11,E,0110,1,99,GS-11,G,0110,8,38,F,1,201909,1,074221,12.3
AG18,11,I,21,15,H,0110,1,99,GS-15,P,0110,2,10,F,1,201909,1,166500,28.8
AG18,11,H,21,15,E,0110,1,99,GS-15,P,0110,2,15,F,1,201909,1,160822,14.8
AG18,11,J,21,15,H,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,27.0
AG18,11,J,21,14,I,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,32.3
AG18,11,I,17,14,I,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,30.6
AG18,29,K,18,14,J,0110,1,99,GS-14,M,0110,8,10,F,1,201909,1,137366,37.0
AG18,11,I,21,15,H,0110,1,99,GS-15,P,0110,2,10,F,1,201909,1,166500,25.3
AG18,11,K,21,14,H,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,27.0
AG18,11,J,21,14,I,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,30.0
AG18,11,K,21,14,I,0110,1,99,GS-14,O,0110,5,10,F,1,201909,1,152352,33.3
AG18,11,I,21,15,G,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,165417,21.0
AG18,11,K,21,15,J,0110,1,99,GS-15,P,0110,5,10,F,1,201909,1,166500,35.3
AG18,11,K,21,13,E,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,122310,11.2
AG18,11,I,21,14,H,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,29.6
AG18,11,I,22,15,F,0110,1,99,GS-15,O,0110,2,10,F,1,201909,1,156228,19.2
AG18,11,K,21,15,I,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,31.1
AG18,11,J,22,15,E,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,10.7
AG18,11,F,17,13,D,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,109088,09.8
AG18,11,E,09,15,E,0110,1,99,GS-15,O,0110,8,15,F,1,201909,1,151633,10.2
AG18,11,E,21,12,E,0110,1,99,GS-12,J,0110,8,10,F,1,201909,1,105642,10.3
AG18,11,J,22,15,E,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,10.2
AG18,11,K,17,14,I,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,30.3
AG18,11,F,21,14,E,0110,1,99,GS-14,M,0110,8,10,F,1,201909,1,132818,10.2
AG18,11,D,21,13,C,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,105782,04.1
AG18,11,I,21,14,E,0110,1,99,GS-14,N,0110,8,10,F,1,201909,1,140632,10.1
AG18,11,J,21,14,E,0110,1,99,GS-14,O,0110,8,10,F,1,201909,1,152352,10.0
AG18,29,D,21,12,A,0110,1,99,GS-12,H,0110,8,15,F,1,201909,1,085223,00.2
AG18,11,J,21,15,E,0110,1,99,GS-15,P,0110,4,10,F,1,201909,1,166500,10.1
AG18,11,C,17,12,D,0110,1,99,GS-12,H,0110,8,10,F,1,201909,1,086179,06.3
AG18,11,F,21,14,E,0110,1,99,GS-14,L,0110,8,10,F,1,201909,1,128911,10.0
AG18,11,H,21,15,D,0110,1,99,GS-15,N,0110,4,10,F,1,201909,1,147038,09.4
AG18,29,H,21,14,D,0110,1,99,GS-14,K,0110,8,10,F,1,201909,1,116232,09.3
AG18,41,D,13,13,E,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,103866,11.2
AG18,11,F,21,13,D,0110,1,99,GS-13,K,0110,8,15,F,1,201909,1,112393,09.0
AG18,11,J,13,15,E,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,160822,10.1
AG18,11,F,21,13,C,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,109088,04.1
AG18,11,E,21,13,D,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,105782,05.1
AG18,11,H,21,15,E,0110,1,99,GS-15,P,0110,2,10,F,1,201909,1,166500,11.7
AG18,11,I,21,15,D,0110,1,99,GS-15,P,0110,2,10,F,1,201909,1,165417,08.0
AG18,11,E,17,12,D,0110,1,99,GS-12,H,0110,8,10,F,1,201909,1,086179,08.0
AG18,11,D,21,13,C,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,105782,04.1
AG18,11,F,21,14,D,0110,1,99,GS-14,N,0110,8,10,F,1,201909,1,140632,07.2
AG18,11,E,17,13,D,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,105782,06.9
AG18,11,F,21,13,D,0110,1,99,GS-13,K,0110,8,10,F,1,201909,1,112393,06.3
AG18,11,E,17,13,D,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,109088,06.2
AG18,11,E,21,14,D,0110,1,99,GS-14,K,0110,8,10,F,1,201909,1,117191,06.1
AG18,11,D,17,12,D,0110,1,99,GS-12,H,0110,8,15,F,1,201909,1,083398,05.2
AG18,11,E,21,13,C,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,109088,04.3
AG18,29,D,21,13,D,0110,1,99,GS-13,I,0110,8,10,F,1,201909,1,098358,05.1
AG18,11,E,21,13,C,0110,1,99,GS-13,K,0110,8,10,F,1,201909,1,115699,04.9
AG18,11,I,21,15,C,0110,1,99,GS-15,N,0110,8,10,F,1,201909,1,147038,04.5
AG18,29,E,17,12,A,0110,1,99,GS-12,H,0110,8,42,F,2,201909,1,085223,00.2
AG18,11,D,21,13,C,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,109088,04.1
AG18,11,F,21,12,C,0110,1,99,GS-12,J,0110,8,10,F,1,201909,1,100081,04.0
AG18,11,E,17,12,C,0110,1,99,GS-12,H,0110,8,10,F,1,201909,1,086179,04.0
AG18,11,F,21,13,C,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,105782,04.0
AG18,11,D,21,13,C,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,109088,03.9
AG18,29,D,21,13,C,0110,1,99,GS-13,I,0110,8,10,F,1,201909,1,095378,03.7
AG18,11,E,04,13,C,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,105782,03.3
AG18,11,D,21,13,C,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,105782,03.3
AG18,11,D,18,12,B,0110,1,99,GS-12,H,0110,8,15,F,1,201909,1,086179,02.3
AG18,11,D,21,12,C,0110,1,99,GS-12,J,0110,8,10,F,1,201909,1,108422,03.2
AG18,11,E,21,12,C,0110,1,99,GS-12,J,0110,8,10,F,1,201909,1,102861,03.1
AG18,11,D,21,12,C,0110,1,99,GS-12,I,0110,8,10,F,1,201909,1,097300,03.1
AG18,11,I,21,15,C,0110,1,99,GS-15,P,0110,8,10,F,1,201909,1,166500,03.1
AG18,11,E,17,13,C,0110,1,99,GS-13,J,0110,8,10,F,1,201909,1,105782,03.0
AG18,11,G,21,12,B,0110,1,99,GS-12,H,0110,8,15,F,1,201909,1,083398,02.8
AG18,11,D,18,12,A,0110,1,99,GS-12,I,0110,8,15,F,1,201909,1,094520,00.5
AG18,29,E,17,12,A,0110,1,99,GS-12,H,0110,8,15,F,1,201909,1,085223,00.2
AG18,11,H,17,13,E,0110,1,99,GS-13,L,0110,8,10,F,1,201909,1,122310,13.3
AG18,11,C,17,11,B,0110,1,99,GS-11,F,0110,8,15,F,1,201909,1,069581,01.8
AG18,11,D,17,11,B,0110,1,99,GS-11,F,0110,8,15,F,1,201909,1,069581,01.7
AG18,11,C,14,11,B,0110,1,99,GS-11,F,0110,8,15,F,1,201909,1,069581,01.6
AG18,11,C,17,09,A,0110,1,99,GS-09,E,0110,8,15,F,1,201909,1,057510,00.8
