AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PP,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS
AF3Q,51,E,17,13,F,0110,1,99,GS-13,L,0110,8,10,F,1,201709,1,120074,15.1
AF3Q,51,E,13,13,F,0110,1,99,GS-13,L,0110,8,10,F,1,201709,1,123234,17.0
AF3Q,51,F,18,14,F,0110,1,99,GS-14,M,0110,2,10,F,1,201709,1,134426,15.1
AF3Q,51,E,13,13,D,0110,1,99,GS-13,I,0110,8,10,F,1,201709,1,094796,08.1
AF3Q,51,E,17,13,F,0110,1,99,GS-13,K,0110,8,10,F,1,201709,1,116914,15.4
AG02,11,G,21,12,B,0110,1,99,GS-12,I,0110,8,15,F,1,201709,1,093008,01.8
AG02,11,E,17,13,E,0110,1,99,GS-13,K,0110,5,10,F,1,201709,1,113755,11.2
AG02,11,C,17,12,B,0110,1,99,GS-12,H,0110,8,15,F,1,201709,1,082377,02.2
AG02,11,J,13,13,J,0110,1,99,GM-13,L,0110,5,10,F,1,201709,1,123234,38.4
AG02,11,C,17,13,C,0110,1,99,GS-13,I,0110,8,10,F,1,201709,1,094796,03.3
AG02,11,J,21,14,G,0110,1,99,GS-14,N,0110,8,10,F,1,201709,1,141894,21.7
AG02,11,I,17,15,G,0110,1,99,GS-15,P,0110,2,10,F,1,201709,1,161900,20.2
AG02,11,I,17,13,I,0110,1,99,GS-13,L,0110,8,10,P,2,201709,1,123234,32.5
AG02,11,J,17,13,F,0110,1,99,GS-13,K,0110,8,10,F,1,201709,1,113755,19.6
AG02,11,D,21,12,A,0110,1,99,GS-12,G,0110,8,15,F,1,201709,1,079720,00.6
AG02,11,I,13,13,H,0110,1,99,GS-13,L,0110,8,10,F,1,201709,1,120074,29.9
AG02,11,I,14,12,I,0110,1,99,GS-12,J,0110,8,10,F,1,201709,1,103639,31.3
AG02,11,C,13,09,B,0110,1,99,GS-09,E,0110,8,15,F,1,201709,1,056805,01.9
