AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS
AF3Q,51,E,13,13,F,0110,1,GS-13,K,XXXX,8,10,F,1,201609,1,119794,16.0
AF3Q,51,E,18,14,E,0110,1,GS-14,L,XXXX,2,10,F,1,201609,1,127036,14.1
AF3Q,51,E,17,13,E,0110,1,GS-13,K,XXXX,8,10,F,1,201609,1,110578,14.4
AF3Q,51,E,17,13,E,0110,1,GS-13,K,XXXX,8,10,F,1,201609,1,116722,14.1
AF3Q,51,E,13,12,D,0110,1,GS-12,G,XXXX,8,10,F,1,201609,1,077490,07.1
AG02,11,I,21,14,F,0110,1,GS-14,M,XXXX,5,10,F,1,201609,1,130666,16.8
AG02,11,I,13,13,H,0110,1,GS-13,K,XXXX,8,10,F,1,201609,1,116722,28.8
AG02,11,I,17,13,I,0110,1,GS-13,K,XXXX,8,10,P,2,201609,1,119794,31.5
AG02,11,H,21,14,F,0110,1,GS-14,M,XXXX,8,10,F,1,201609,1,134296,15.3
AG02,11,D,17,11,A,0110,1,GS-11,F,XXXX,8,15,F,1,201609,1,064650,00.2
AG02,11,D,21,12,B,0110,1,GS-12,G,XXXX,8,15,F,1,201609,1,077490,01.2
AG02,11,K,21,14,G,0110,1,GS-14,N,XXXX,5,10,F,1,201609,1,141555,23.6
AG02,11,I,17,13,F,0110,1,GS-13,J,XXXX,8,10,F,1,201609,1,107505,18.6
AG02,11,I,17,15,F,0110,1,GS-15,P,XXXX,2,10,F,1,201609,1,160300,19.2
AG02,11,I,14,12,I,0110,1,GS-12,J,XXXX,8,10,F,1,201609,1,100736,30.3
AG02,47,G,21,14,D,0110,1,GS-14,K,XXXX,8,10,F,1,201609,1,116417,08.2
AG02,11,H,21,15,C,0110,1,GS-15,O,XXXX,2,10,F,1,201609,1,153702,04.3
AG02,11,C,17,12,B,0110,1,GS-12,G,XXXX,8,15,F,1,201609,1,077490,02.3
AG02,11,J,13,13,J,0110,1,GM-13,K,XXXX,5,10,F,1,201609,1,119794,37.4
AG02,11,I,21,13,F,0110,1,GS-13,K,XXXX,8,10,F,1,201609,1,113650,16.7
AG02,11,J,21,14,G,0110,1,GS-14,M,XXXX,8,10,F,1,201609,1,137926,20.7
AG02,11,J,13,12,F,0110,1,GS-12,I,XXXX,8,10,F,1,201609,1,092987,15.7
AG02,25,D,17,13,D,0110,1,GS-13,I,XXXX,8,10,F,1,201609,1,092448,06.6
AG02,11,C,04,11,D,0110,1,GS-11,F,XXXX,8,15,F,1,201609,1,064650,06.3
AG02,11,C,17,11,B,0110,1,GS-11,G,XXXX,8,15,F,1,201609,1,073270,01.2
AG02,11,G,21,11,A,0110,1,GS-11,H,XXXX,8,15,F,1,201609,1,084044,00.8
AG02,11,C,13,09,A,0110,1,GS-09,E,XXXX,8,15,F,1,201609,1,053435,00.9
AG02,11,E,17,13,E,0110,1,GS-13,J,XXXX,5,10,F,1,201609,1,107505,10.2
AG02,37,E,13,13,F,0110,1,GS-13,J,XXXX,8,10,P,2,201609,1,101612,16.3
AG03,01,E,17,12,E,0110,1,GS-12,H,XXXX,8,10,F,1,201609,1,087582,14.1
AG03,11,D,17,14,D,0110,1,GS-14,J,XXXX,8,10,F,1,201609,1,108887,06.8
AG07,11,K,21,,J,0110,1,SL-00,R,XXXX,2,10,F,1,201609,1,185100,35.7
AG08,29,G,17,13,E,0110,1,GS-13,J,XXXX,8,10,F,1,201609,1,104277,14.0
AG08,29,H,13,13,H,0110,1,GS-13,J,XXXX,8,10,F,1,201609,1,109915,29.6
AG08,29,H,11,13,F,0110,1,GS-13,J,XXXX,8,10,F,1,201609,1,104277,18.3
AG08,29,I,13,13,B,0110,1,GS-13,H,XXXX,8,15,F,1,201609,1,087365,01.9
AG08,29,J,17,14,H,0110,1,GS-14,L,XXXX,8,10,F,1,201609,1,126552,26.4
AG08,29,D,17,12,D,0110,1,GS-12,G,XXXX,8,10,F,1,201609,1,071099,06.6
AG08,29,D,13,12,B,0110,1,GS-12,G,XXXX,8,15,F,1,201609,1,071099,02.8
AG08,29,D,13,13,B,0110,1,GS-13,I,XXXX,8,15,F,1,201609,1,098640,01.9
AG08,29,C,17,11,B,0110,1,GS-11,E,XXXX,8,15,F,1,201609,1,059318,01.8
AG08,29,D,13,13,E,0110,1,GS-13,I,XXXX,8,10,F,1,201609,1,095821,10.4
AG08,29,D,17,12,B,0110,1,GS-12,G,XXXX,8,15,F,1,201609,1,071099,01.3
AG08,29,D,08,11,C,0110,1,GS-11,G,XXXX,8,10,F,1,201609,1,075136,03.8
AG08,29,E,13,13,E,0110,1,GS-13,J,XXXX,8,10,F,1,201609,1,101459,13.3
AG08,11,J,21,14,H,0110,1,GS-14,N,XXXX,8,10,F,1,201609,1,141555,27.5
AG10,11,E,17,12,C,0110,1,GS-12,G,XXXX,8,15,F,1,201609,1,077490,03.6
AG10,11,F,17,13,D,0110,1,GS-13,I,XXXX,8,10,F,1,201609,1,095217,08.0
AG10,41,F,17,14,E,0110,1,GS-14,M,XXXX,8,10,F,1,201609,1,136916,14.3
AG10,11,F,13,13,E,0110,1,GS-13,J,XXXX,8,10,P,2,201609,1,104433,13.8
AG10,11,G,17,14,F,0110,1,GS-14,M,XXXX,8,10,F,1,201609,1,137926,18.6
AG10,11,G,13,14,G,0110,1,GS-14,M,XXXX,8,10,F,1,201609,1,134296,21.8
AG10,11,G,13,13,F,0110,1,GS-13,K,XXXX,8,10,F,1,201609,1,113650,15.2
AG10,11,E,17,11,B,0110,1,GS-11,F,XXXX,8,15,F,1,201609,1,066805,01.6
AG10,11,F,21,14,D,0110,1,GS-14,L,XXXX,8,42,F,2,201609,1,123406,06.8
AG10,11,F,13,14,E,0110,1,GS-14,M,XXXX,8,10,F,1,201609,1,134296,14.6
AG10,11,G,17,13,F,0110,1,GS-13,K,XXXX,8,10,F,1,201609,1,110578,19.0
AG10,04,H,17,12,H,0110,1,GS-12,I,XXXX,8,10,F,1,201609,1,092445,28.3
AG10,11,H,17,14,E,0110,1,GS-14,L,XXXX,8,42,F,2,201609,1,127036,10.7
AG10,11,H,13,12,G,0110,1,GS-12,I,XXXX,8,10,F,1,201609,1,092987,24.7
AG10,11,G,17,13,G,0110,1,GS-13,K,XXXX,8,10,F,1,201609,1,113650,23.2
