AGYSUB,LOC,AGELVL,EDLVL,GSEGRD,LOSLVL,OCC,PATCO,PPGRD,SALLVL,STEMOCC,SUPERVIS,TOA,WORKSCH,WORKSTAT,DATECODE,EMPLOYMENT,SALARY,LOS
AG10,11,C,,09,B,0110,1,GS-09,D,XXXX,8,40,F,2,200409,1,"$41,815",2.5
AG10,11,D,17,12,B,0110,1,GS-12,F,XXXX,8,15,F,1,200409,1,"$60,638",2.3
AG10,11,D,13,12,C,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$68,722",4.9
AG10,11,C,,13,C,0110,1,GS-13,G,XXXX,8,42,F,2,200409,1,"$72,108",4.1
AG10,11,G,17,13,E,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$76,916",10.0
AG10,11,H,17,14,E,0110,1,GS-14,I,XXXX,8,10,F,1,200409,1,"$99,413",14.4
AG10,11,G,17,12,D,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$64,680",6.1
AG10,11,G,17,13,F,0110,1,GS-13,I,XXXX,8,10,F,1,200409,1,"$93,742",19.8
AG10,11,E,13,11,B,0110,1,GS-11,E,XXXX,8,15,F,1,200409,1,"$50,593",2.8
AG10,11,D,13,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$79,319",9.9
AG10,11,E,13,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$79,319",9.2
AG10,11,G,17,13,F,0110,1,GS-13,I,XXXX,8,10,F,1,200409,1,"$93,742",16.3
AG10,11,H,17,13,H,0110,1,GS-13,H,XXXX,8,10,F,1,200409,1,"$84,127",25.1
AG10,11,D,14,11,D,0110,1,GS-11,E,XXXX,8,10,F,1,200409,1,"$50,593",6.7
AG10,11,D,17,11,C,0110,1,GS-11,E,XXXX,8,15,F,1,200409,1,"$50,593",4.2
AG10,11,D,13,12,C,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$60,638",4.3
AG10,11,D,,13,D,0110,1,GS-13,G,XXXX,8,42,F,2,200409,1,"$79,319",7.8
AG10,11,H,21,13,C,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$74,512",4.9
AG10,11,D,17,13,C,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$72,108",4.9
AG10,11,I,17,13,H,0110,1,GS-13,I,XXXX,8,10,F,1,200409,1,"$93,742",26.2
AG10,11,F,17,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$76,916",5.8
AG10,11,C,13,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$72,108",5.3
AG10,11,E,17,12,D,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$68,722",7.1
AG10,11,E,13,14,E,0110,1,GS-14,I,XXXX,8,10,F,1,200409,1,"$93,732",10.7
AG10,11,C,17,11,B,0110,1,GS-11,E,XXXX,8,30,F,1,200409,1,"$50,593",1.3
AG10,11,D,13,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$74,512",9.0
AG10,11,F,21,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$79,319",6.1
AG10,11,H,,15,G,0110,1,GS-15,L,XXXX,8,42,F,2,200409,1,"$120,280",23.4
AG10,11,E,13,13,E,0110,1,GS-13,H,XXXX,8,10,F,1,200409,1,"$81,723",11.0
AG10,11,C,17,11,B,0110,1,GS-11,E,XXXX,8,15,F,1,200409,1,"$50,593",2.8
AG10,11,C,13,11,B,0110,1,GS-11,E,XXXX,8,15,F,1,200409,1,"$50,593",2.3
AG10,11,E,17,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$72,108",5.5
AG10,11,E,13,13,E,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$79,319",13.4
AG10,11,F,13,13,F,0110,1,GS-13,I,XXXX,8,10,S,2,200409,1,"$93,742",18.5
AG10,11,F,,14,D,0110,1,GS-14,I,XXXX,8,42,P,2,200409,1,"$90,891",7.2
AG10,11,H,17,12,D,0110,1,GS-12,F,XXXX,8,15,F,1,200409,1,"$60,638",5.0
AG10,11,C,,12,B,0110,1,GS-12,F,XXXX,8,42,F,2,200409,1,"$60,638",1.0
AG10,11,D,13,11,B,0110,1,GS-11,E,XXXX,8,15,F,1,200409,1,"$50,593",2.7
AG10,11,E,17,12,A,0110,1,GS-12,F,XXXX,8,15,F,1,200409,1,"$60,638",0.6
AG10,11,H,22,14,G,0110,1,GS-14,J,XXXX,8,10,F,1,200409,1,"$102,253",21.8
AG10,11,E,17,12,F,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$64,680",17.3
AG10,11,D,13,12,D,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$62,659",5.8
AG10,11,D,17,13,C,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$72,108",4.1
AG10,11,J,21,12,E,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$72,764",12.0
AG10,11,I,17,13,E,0110,1,GS-13,H,XXXX,8,10,F,1,200409,1,"$86,531",12.8
AG10,11,C,13,12,D,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$64,680",5.1
AG10,11,C,17,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$72,108",5.9
AG10,11,E,17,12,B,0110,1,GS-12,F,XXXX,8,15,F,1,200409,1,"$62,659",2.1
AG10,11,G,13,13,D,0110,1,GS-13,H,XXXX,8,10,F,1,200409,1,"$84,127",9.3
AG10,11,E,17,12,B,0110,1,GS-12,F,XXXX,8,15,F,1,200409,1,"$60,638",1.8
AG10,11,B,17,09,A,0110,1,GS-09,D,XXXX,8,38,F,1,200409,1,"$41,815",0.7
AG10,11,F,18,14,F,0110,1,GS-14,I,XXXX,8,10,F,1,200409,1,"$96,572",15.7
AG10,11,H,17,13,H,0110,1,GS-13,I,XXXX,8,38,F,1,200409,1,"$93,742",28.2
AG10,11,C,13,11,B,0110,1,GS-11,E,XXXX,8,15,F,1,200409,1,"$50,593",1.8
AG10,11,D,17,11,A,0110,1,GS-11,E,XXXX,8,15,F,1,200409,1,"$50,593",0.4
AG10,11,H,17,13,F,0110,1,GS-13,H,XXXX,8,10,F,1,200409,1,"$84,127",15.6
AG10,11,C,11,09,C,0110,1,GS-09,D,XXXX,8,15,F,1,200409,1,"$41,815",3.2
AG10,11,D,13,12,C,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$60,638",4.6
AG10,11,D,17,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$79,319",6.6
AG10,11,B,,04,A,0119,3,GS-04,B,XXXX,8,42,F,2,200409,1,"$24,666",0.3
AG10,11,E,13,09,B,0110,1,GS-09,E,XXXX,8,15,F,1,200409,1,"$51,572",2.3
AG10,11,D,13,13,D,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$79,319",6.3
AG10,11,H,21,14,B,0110,1,GS-14,H,XXXX,8,15,F,1,200409,1,"$88,051",2.8
AG10,11,D,13,11,C,0110,1,GS-11,E,XXXX,8,10,F,1,200409,1,"$50,593",3.3
AG10,11,I,17,15,H,0110,1,GS-15,L,XXXX,2,10,F,1,200409,1,"$123,622",25.8
AG10,11,F,17,13,F,0110,1,GS-13,H,XXXX,8,10,F,1,200409,1,"$88,935",15.3
AG10,11,D,21,11,B,0110,1,GS-11,E,XXXX,8,15,F,1,200409,1,"$50,593",1.6
AG10,11,H,17,13,G,0110,1,GS-13,I,XXXX,8,10,F,1,200409,1,"$93,742",20.7
AG10,11,D,17,12,D,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$64,680",6.3
AG10,11,G,17,12,D,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$66,701",8.0
AG10,11,F,17,14,F,0110,1,GS-14,K,XXXX,2,10,F,1,200409,1,"$110,775",16.0
AG10,11,G,17,13,E,0110,1,GS-13,H,XXXX,8,10,P,2,200409,1,"$84,127",14.4
AG10,11,B,13,09,A,0110,1,GS-09,D,XXXX,8,38,F,1,200409,1,"$41,815",0.9
AG10,11,G,17,13,F,0110,1,GS-13,I,XXXX,8,10,F,1,200409,1,"$93,742",19.5
AG10,11,G,17,13,E,0110,1,GS-13,H,XXXX,8,10,F,1,200409,1,"$84,127",13.3
AG10,11,E,13,09,A,0110,1,GS-09,D,XXXX,8,15,F,1,200409,1,"$41,815",0.8
AG10,11,C,13,11,B,0110,1,GS-11,E,XXXX,8,15,F,1,200409,1,"$50,593",1.9
AG10,11,D,13,09,D,0110,1,GS-09,D,XXXX,8,10,F,1,200409,1,"$41,815",6.3
AG10,11,C,13,09,B,0110,1,GS-09,D,XXXX,8,15,F,1,200409,1,"$41,815",1.5
AG10,11,C,09,11,B,0110,1,GS-11,E,XXXX,8,15,F,1,200409,1,"$50,593",2.3
AG10,11,D,17,13,D,0110,1,GS-13,G,XXXX,8,15,F,1,200409,1,"$74,512",7.5
AG10,11,B,,07,A,0119,3,GS-07,C,XXXX,8,42,F,2,200409,1,"$34,184",0.4
AG10,11,G,17,14,F,0110,1,GS-14,J,XXXX,8,10,F,1,200409,1,"$102,253",15.9
AG11,02,B,,04,A,0119,3,GS-04,B,XXXX,8,42,F,2,200409,1,"$21,518",0.0
AG11,41,C,,09,B,0110,1,GS-09,D,XXXX,8,20,F,2,200409,1,"$40,454",2.1
AG11,41,E,,12,C,0110,1,GS-12,F,XXXX,8,20,F,2,200409,1,"$60,620",3.6
AG11,49,I,18,13,H,0110,1,GM-13,I,XXXX,4,10,F,1,200409,1,"$90,692",25.2
AG11,55,G,21,12,C,0110,1,GS-12,F,XXXX,8,15,F,1,200409,1,"$62,575",3.5
AG11,55,H,13,13,I,0110,1,GM-13,Z,XXXX,5,10,F,1,200409,1,,31.8
AG11,41,H,21,12,H,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$78,868",26.1
AG11,30,I,17,13,H,0110,1,GS-13,I,XXXX,8,10,F,1,200409,1,"$90,692",28.8
AG11,41,H,01,09,I,0110,1,GS-09,E,XXXX,8,10,F,1,200409,1,"$54,388",34.9
AG11,08,I,17,13,G,0110,1,GS-13,H,XXXX,8,10,F,1,200409,1,"$88,366",20.1
AG11,55,D,17,12,E,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$64,530",10.3
AG11,55,I,17,14,H,0110,1,GS-14,J,XXXX,8,10,F,1,200409,1,"$107,170",26.8
AG11,02,G,17,13,F,0110,1,GS-13,F,XXXX,8,38,F,1,200409,1,"$69,196",18.3
AG11,55,B,,05,A,0119,3,GS-05,B,XXXX,8,42,P,2,200409,1,"$26,699",0.3
AG11,08,F,17,13,E,0110,1,GS-13,H,XXXX,8,10,F,1,200409,1,"$81,390",10.1
AG11,06,H,13,13,H,0110,1,GS-13,H,XXXX,2,10,F,1,200409,1,"$80,739",27.4
AG11,30,G,17,12,D,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$64,530",7.1
AG11,11,H,17,14,H,0110,1,GM-14,J,XXXX,5,10,F,1,200409,1,"$107,948",28.5
AG11,08,H,21,14,F,0110,1,GS-14,I,XXXX,8,10,F,1,200409,1,"$93,430",18.1
AG11,**,H,17,13,E,0110,1,GS-13,Z,XXXX,8,10,F,1,200409,1,,12.3
AG11,55,I,17,11,H,0110,1,GS-11,F,XXXX,8,10,F,1,200409,1,"$63,629",28.3
AG11,55,B,,04,C,0119,3,GS-04,B,XXXX,8,42,P,2,200409,1,"$23,863",3.3
AG11,30,G,17,13,G,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$76,738",21.5
AG11,06,I,20,14,G,0110,1,GS-14,J,XXXX,8,10,F,1,200409,1,"$104,113",24.7
AG11,55,H,11,13,I,0110,1,GS-13,G,XXXX,8,10,F,1,200409,1,"$76,738",30.3
AG11,51,G,21,15,G,0110,1,GS-15,L,XXXX,8,10,F,1,200409,1,"$120,280",20.5
AG11,54,G,17,13,E,0110,1,GS-13,H,XXXX,8,10,F,1,200409,1,"$81,390",12.3
AG11,41,D,,09,A,0110,1,GS-09,D,XXXX,8,42,P,2,200409,1,"$40,454",0.2
AG11,08,H,17,13,I,0110,1,GS-13,I,XXXX,8,10,F,1,200409,1,"$95,402",30.3
AG11,53,F,,12,B,0110,1,GS-12,F,XXXX,8,48,F,2,200409,1,"$64,956",2.3
AG11,**,G,14,13,F,0110,1,GS-13,Z,XXXX,8,10,F,1,200409,1,,17.8
AG11,54,H,21,14,G,0110,1,GM-14,J,XXXX,4,10,F,1,200409,1,"$104,422",23.7
AG11,**,E,,12,A,0110,1,GS-12,Z,XXXX,8,20,F,2,200409,1,,0.5
AG11,08,I,21,15,I,0110,1,GS-15,L,XXXX,8,10,F,1,200409,1,"$126,064",34.1
AG11,54,J,17,14,J,0110,1,GS-14,I,XXXX,8,10,F,1,200409,1,"$98,926",36.7
AG11,13,I,13,13,I,0110,1,GS-13,H,XXXX,8,10,F,1,200409,1,"$89,729",31.9
AG11,06,J,18,12,J,0110,1,GS-12,H,XXXX,8,10,F,1,200409,1,"$82,554",37.0
AG11,51,I,17,14,I,0110,1,GM-14,K,XXXX,5,10,F,1,200409,1,"$110,775",31.4
AG11,41,I,16,13,H,0110,1,GM-13,H,XXXX,5,10,F,1,200409,1,"$88,981",26.6
AG11,**,D,,09,C,0110,1,GS-09,Z,XXXX,8,20,F,2,200409,1,,4.8
AG11,11,H,17,15,H,0110,1,GM-15,M,XXXX,2,10,F,1,200409,1,"$130,305",26.0
AG16,46,F,13,12,F,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$66,486",16.1
AG16,13,F,17,12,F,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$72,351",15.3
AG16,51,G,17,12,G,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$77,107",23.6
AG16,40,J,18,13,J,0110,1,GM-13,I,XXXX,5,10,F,1,200409,1,"$90,692",40.2
AG16,48,G,17,14,G,0110,1,GS-14,I,XXXX,8,10,F,1,200409,1,"$98,736",23.2
AG16,17,E,13,12,F,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$70,631",17.9
AG16,24,F,17,12,G,0110,1,GS-12,J,XXXX,8,10,F,1,200409,1,"$105,094",20.7
AG16,55,H,13,12,H,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$76,261",26.0
AG16,41,G,17,14,G,0110,1,GS-14,I,XXXX,8,10,F,1,200409,1,"$99,465",23.0
AG16,04,H,17,12,H,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$72,351",25.8
AG16,29,C,13,09,D,0110,1,GS-09,D,XXXX,8,10,F,1,200409,1,"$40,454",5.1
AG16,53,J,14,13,J,0110,1,GS-13,H,XXXX,8,10,F,1,200409,1,"$83,715",35.1
AG16,29,C,17,11,B,0110,1,GS-11,D,XXXX,8,15,F,1,200409,1,"$48,947",2.2
AG16,19,F,13,12,F,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$68,441",16.9
AG16,11,B,11,07,B,0110,1,GS-07,C,XXXX,8,32,F,1,200409,1,"$34,184",1.1
AG16,54,F,17,12,E,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$68,441",13.5
AG16,28,D,13,12,D,0110,1,GS-12,E,XXXX,8,10,F,1,200409,1,"$58,665",9.9
AG16,22,G,17,12,F,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$72,351",17.5
AG16,30,H,17,12,I,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$76,261",32.3
AG16,40,B,11,09,B,0110,1,GS-09,D,XXXX,8,15,F,1,200409,1,"$40,454",2.3
AG16,27,C,17,12,B,0110,1,GS-12,F,XXXX,8,15,F,1,200409,1,"$60,702",2.1
AG16,35,E,17,12,D,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$64,530",5.6
AG16,08,J,17,12,J,0110,1,GS-12,H,XXXX,8,10,F,1,200409,1,"$80,222",37.4
AG16,11,F,17,14,G,0110,1,GS-14,J,XXXX,8,10,F,1,200409,1,"$105,094",22.2
AG16,10,H,17,12,H,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$76,261",26.8
AG16,48,G,21,14,F,0110,1,GS-14,I,XXXX,8,10,F,1,200409,1,"$98,926",16.8
AG16,06,J,21,12,E,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$77,174",13.0
AG16,11,H,18,15,H,0110,1,GS-15,J,XXXX,8,10,F,1,200409,1,"$103,573",28.3
AG16,47,E,13,12,E,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$68,441",13.9
AG16,11,H,21,14,E,0110,1,GS-14,J,XXXX,8,10,F,1,200409,1,"$102,253",14.8
AG16,38,F,13,12,G,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$70,396",20.3
AG16,36,G,17,12,G,0110,1,GS-12,G,XXXX,2,10,F,1,200409,1,"$74,306",21.9
AG16,18,D,17,12,D,0110,1,GS-12,E,XXXX,8,15,F,1,200409,1,"$58,776",5.8
AG16,20,F,16,12,E,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$70,396",11.1
AG16,12,D,13,12,D,0110,1,GS-12,E,XXXX,8,10,F,1,200409,1,"$58,665",6.1
AG16,48,H,17,12,H,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$76,261",28.0
AG16,11,F,17,15,E,0110,1,GS-15,J,XXXX,8,10,F,1,200409,1,"$103,573",12.2
AG16,15,G,13,12,G,0110,1,GS-12,F,XXXX,8,10,P,2,200409,1,"$63,477",24.0
AG16,22,I,17,12,I,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$76,261",32.2
AG16,40,F,10,12,E,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$70,396",14.8
AG16,11,I,21,14,G,0110,1,GS-14,J,XXXX,8,10,F,1,200409,1,"$105,094",20.0
AG16,05,H,17,14,I,0110,1,GS-14,I,XXXX,8,10,F,1,200409,1,"$90,682",31.2
AG16,41,F,17,12,F,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$74,824",16.5
AG16,42,C,13,09,B,0110,1,GS-09,D,XXXX,8,15,P,2,200409,1,"$40,454",2.9
AG16,26,I,17,12,F,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$68,441",16.1
AG16,56,I,17,12,F,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$66,486",19.7
AG16,23,D,13,12,E,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$68,441",12.3
AG16,05,F,11,12,F,0110,1,GS-12,F,XXXX,8,10,F,1,200409,1,"$66,486",17.8
AG16,16,I,13,12,G,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$74,306",22.8
AG16,49,F,17,12,B,0110,1,GS-12,F,XXXX,8,15,F,1,200409,1,"$60,620",1.1
AG16,27,C,05,09,D,0110,1,GS-09,D,XXXX,8,15,P,2,200409,1,"$41,859",5.4
AG16,11,F,17,14,E,0110,1,GS-14,H,XXXX,8,10,F,1,200409,1,"$85,210",14.8
AG16,45,I,13,12,I,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$76,261",30.3
AG16,31,B,09,07,B,0110,1,GS-07,C,XXXX,8,15,F,1,200409,1,"$33,071",1.8
AG18,11,A,,04,A,0119,3,GS-04,B,XXXX,8,42,F,2,200409,1,"$24,666",0.3
AG18,11,E,20,13,C,0110,1,GS-13,G,XXXX,8,15,P,2,200409,1,"$79,319",4.2
AG18,11,F,14,14,F,0110,1,GS-14,I,XXXX,8,10,F,1,200409,1,"$93,732",19.5
AG18,11,G,17,13,E,0110,1,GM-13,H,XXXX,5,10,F,1,200409,1,"$86,531",13.8
AG18,11,G,13,12,H,0110,1,GS-12,G,XXXX,8,10,F,1,200409,1,"$78,826",26.3
AG18,11,E,21,14,C,0110,1,GS-14,H,XXXX,8,15,F,1,200409,1,"$85,210",4.2
AG18,11,D,,11,A,0110,1,GS-11,E,XXXX,8,20,F,2,200409,1,"$50,593",0.0
AG18,11,H,21,14,F,0110,1,GS-14,J,XXXX,8,10,P,2,200409,1,"$102,253",15.2
AG18,11,H,21,14,F,0110,1,GS-14,I,XXXX,8,10,F,1,200409,1,"$96,572",18.3
